customer_id,gender,age,city,membership_tier,join_date,email_verified,phone_verified
CUST00076,Female,27.0,Bangalore,Silver,2024-02-06,True,True
CUST00077,Female,38.0,Chennai,Bronze,2023-12-21,False,True
CUST00078,Male,22.0,Jaipur,Bronze,2023-10-19,True,True
CUST00079,Male,19.0,Hyderabad,Platinum,2023-10-15,True,True
CUST00080,Male,39.0,Ahmedabad,Gold,2023-12-02,True,True
CUST00081,Female,19.0,Pune,Silver,2023-09-26,True,True
CUST00082,Female,27.0,Bangalore,Silver,2023-07-19,True,True
CUST00083,Male,51.0,Chennai,Silver,2023-11-04,False,True
CUST00084,Male,33.0,Chennai,Silver,2022-08-15,True,False
CUST00085,Male,56.0,Jaipur,Silver,2023-05-06,False,True
CUST00086,Male,39.0,Chennai,Bronze,2022-01-26,True,True
CUST00087,Female,29.0,Ahmedabad,Silver,2024-02-26,True,True
CUST00088,Female,41.0,Delhi,Gold,2022-01-25,True,True
CUST00089,Female,64.0,Mumbai,Platinum,2022-05-07,True,True
CUST00090,Male,57.0,Ahmedabad,Bronze,2024-03-07,False,True
CUST00091,Male,55.0,Hyderabad,Silver,2023-04-13,True,True
CUST00092,Female,27.0,Ahmedabad,Silver,2023-05-04,True,True
CUST00093,Female,,Jaipur,Silver,2022-07-06,True,False
CUST00094,,49.0,Jaipur,Bronze,2022-09-07,True,True
CUST00095,Female,24.0,Ahmedabad,Silver,2022-02-08,True,True
CUST00096,Female,38.0,Bangalore,Bronze,2023-01-17,True,True
CUST00097,Female,37.0,Delhi,Bronze,2022-10-06,True,True
CUST00098,Male,43.0,Bangalore,Silver,2022-10-28,True,True
CUST00099,Male,21.0,Bangalore,Silver,2024-01-20,True,True
CUST00100,Male,63.0,Ahmedabad,Silver,2022-04-02,True,True
CUST00101,Male,39.0,Pune,Platinum,2022-08-22,True,True
CUST00102,Female,32.0,Pune,Bronze,2023-07-23,True,True
CUST00103,Male,57.0,Pune,Bronze,2022-07-03,True,True
CUST00104,Female,38.0,Delhi,Silver,2023-10-24,True,True
CUST00105,Female,,Bangalore,Bronze,2023-03-21,True,True
CUST00106,Male,39.0,Mumbai,Bronze,2024-04-16,True,True
CUST00107,Male,45.0,Hyderabad,Bronze,2022-04-03,True,True
CUST00108,,31.0,Pune,Bronze,2023-11-22,True,True
CUST00109,Male,44.0,Pune,Gold,2022-12-29,True,True
CUST00110,Male,58.0,Jaipur,Bronze,2023-05-19,True,True
CUST00111,Male,57.0,Bangalore,Silver,2022-04-05,True,True
CUST00112,Male,45.0,Bangalore,Bronze,2022-07-11,True,True
CUST00113,Female,43.0,Delhi,Silver,2023-07-03,True,False
CUST00114,Female,19.0,Delhi,Bronze,2024-04-23,True,True
CUST00115,Female,42.0,Pune,Silver,2023-08-13,True,True
CUST00116,Female,20.0,Bangalore,Silver,2022-07-12,True,False
CUST00117,Female,25.0,Mumbai,Bronze,2023-12-22,True,True
CUST00118,Male,61.0,Hyderabad,Silver,2023-07-06,True,True
CUST00119,Female,50.0,Ahmedabad,Bronze,2024-02-18,True,True
CUST00120,Female,59.0,Bangalore,Silver,2023-12-23,True,True
CUST00121,Female,52.0,Jaipur,Bronze,2022-03-25,True,True
CUST00122,Female,23.0,Ahmedabad,Gold,2022-09-05,True,True
CUST00123,Male,56.0,Bangalore,Bronze,2024-04-08,True,True
CUST00124,Male,40.0,Chennai,Silver,2024-04-28,True,True
CUST00125,Male,42.0,Delhi,Bronze,2023-10-03,False,True
CUST00126,Male,60.0,Jaipur,Bronze,2024-02-09,True,True
CUST00127,Female,36.0,Hyderabad,Silver,2023-07-19,True,True
CUST00128,Female,22.0,Pune,Gold,2024-05-09,True,True
CUST00129,Male,28.0,Jaipur,Bronze,2022-11-21,False,True
CUST00130,Female,29.0,Bangalore,Bronze,2022-02-28,True,True
CUST00131,Male,27.0,Pune,Bronze,2022-08-24,True,True
CUST00132,,25.0,Bangalore,Bronze,2024-02-04,True,True
CUST00133,Male,41.0,Pune,Bronze,2022-07-01,True,False
CUST00134,Male,45.0,Hyderabad,Silver,2022-08-28,False,True
CUST00135,Female,58.0,Delhi,Bronze,2023-11-02,True,True
CUST00136,Male,53.0,Hyderabad,Bronze,2023-04-10,True,True
CUST00137,Female,54.0,Chennai,Silver,2024-02-09,False,True
CUST00138,Female,38.0,Mumbai,Bronze,2024-04-18,True,True
CUST00139,Male,25.0,Delhi,Bronze,2024-01-25,True,True
CUST00140,Other,26.0,Hyderabad,Bronze,2023-12-26,True,False
CUST00141,Other,64.0,Chennai,Silver,2022-04-08,True,True
CUST00142,Male,,Mumbai,Bronze,2022-02-25,True,True
CUST00143,Female,63.0,Chennai,Silver,2023-05-04,True,True
CUST00144,Male,57.0,Bangalore,Bronze,2022-01-16,True,True
CUST00145,Male,35.0,Ahmedabad,Silver,2022-01-31,True,True
CUST00146,Male,59.0,Bangalore,Bronze,2023-01-06,True,False
CUST00147,Female,37.0,Pune,Silver,2024-04-17,True,False
CUST00148,Female,23.0,Delhi,Gold,2024-02-14,False,True
CUST00149,Male,29.0,Bangalore,Silver,2023-10-26,True,True
CUST00150,Male,19.0,Jaipur,Bronze,2023-03-16,True,False
CUST00151,Female,24.0,Chennai,Bronze,2022-02-22,False,True
CUST00152,Male,33.0,Delhi,Bronze,2023-07-22,True,True
CUST00153,Male,20.0,Ahmedabad,Bronze,2023-12-07,True,True
CUST00154,,62.0,Jaipur,Bronze,2023-10-17,True,True
CUST00155,Other,20.0,Bangalore,Gold,2022-06-29,True,True
CUST00156,Male,44.0,Pune,Bronze,2022-07-30,True,False
CUST00157,Female,,Hyderabad,Silver,2023-09-08,False,True
CUST00158,Female,57.0,Pune,Silver,2022-01-13,True,True
CUST00159,Male,55.0,Jaipur,Silver,2022-02-14,True,True
CUST00160,Female,50.0,Mumbai,Bronze,2023-05-19,True,False
CUST00161,Male,45.0,Bangalore,Gold,2023-01-29,True,True
CUST00162,Female,18.0,Jaipur,Bronze,2022-06-30,True,True
CUST00163,Female,25.0,Mumbai,Silver,2022-07-15,True,True
CUST00164,Female,54.0,Mumbai,Gold,2023-08-16,True,True
CUST00165,Male,49.0,Chennai,Silver,2023-06-10,True,True
CUST00166,Female,60.0,Delhi,Silver,2022-08-14,True,True
CUST00167,Male,54.0,Chennai,Bronze,2022-05-19,True,True
CUST00168,Male,21.0,Bangalore,Bronze,2023-11-10,True,False
CUST00169,Male,47.0,Mumbai,Silver,2023-11-01,True,True
CUST00170,Female,23.0,Ahmedabad,Bronze,2022-11-27,True,True
CUST00171,Female,63.0,Jaipur,Gold,2022-04-06,True,True
CUST00172,Male,36.0,Hyderabad,Bronze,2023-07-14,False,True
CUST00173,Female,49.0,Mumbai,Bronze,2022-10-16,True,True
CUST00174,Male,26.0,Jaipur,Bronze,2023-12-03,False,True
CUST00175,Female,,Ahmedabad,Bronze,2023-01-19,True,True
CUST00176,Male,28.0,Hyderabad,Silver,2023-07-17,False,True
CUST00177,Female,63.0,Chennai,Silver,2024-03-10,True,True
CUST00178,Male,33.0,Chennai,Silver,2023-08-03,False,True
CUST00179,Female,18.0,Delhi,Gold,2023-09-13,True,True
CUST00180,Male,62.0,Jaipur,Gold,2022-04-09,True,True
CUST00181,Male,38.0,Mumbai,Gold,2023-11-14,False,True
CUST00182,Male,47.0,Pune,Bronze,2023-10-05,True,False
CUST00183,Female,,Chennai,Silver,2022-07-10,True,False
CUST00184,Female,51.0,Chennai,Bronze,2022-07-19,True,True
CUST00185,Male,21.0,Delhi,Bronze,2023-08-11,False,True
CUST00186,Female,45.0,Hyderabad,Silver,2023-01-06,True,True
CUST00187,Female,55.0,Delhi,Bronze,2022-07-13,True,True
CUST00188,Female,48.0,Ahmedabad,Bronze,2023-05-02,True,True
CUST00189,Female,44.0,Mumbai,Bronze,2022-05-14,True,True
CUST00190,Male,22.0,Jaipur,Bronze,2024-01-15,True,True
CUST00191,Male,42.0,Bangalore,Gold,2022-02-13,True,True
CUST00192,Female,20.0,Bangalore,Bronze,2022-03-01,True,True
CUST00193,,50.0,Jaipur,Bronze,2024-01-24,False,True
CUST00194,Female,21.0,Hyderabad,Silver,2024-04-13,True,True
CUST00195,Male,42.0,Ahmedabad,Bronze,2022-07-26,True,True
CUST00196,Male,37.0,Chennai,Gold,2022-04-04,True,True
CUST00197,Female,51.0,Hyderabad,Bronze,2023-08-13,True,True
CUST00198,Female,43.0,Chennai,Silver,2022-09-12,True,True
CUST00199,Female,22.0,Chennai,Silver,2022-12-13,True,False
CUST00200,Female,52.0,Bangalore,Platinum,2023-07-26,True,True
CUST00201,,45.0,Hyderabad,Silver,2022-12-12,True,True
CUST00202,Male,,Ahmedabad,Gold,2022-09-01,True,True
CUST00203,Male,26.0,Delhi,Bronze,2023-10-11,True,True
CUST00204,Female,55.0,Chennai,Bronze,2023-11-05,True,True
CUST00205,Female,23.0,Pune,Bronze,2022-10-05,True,True
CUST00206,Male,36.0,Pune,Gold,2024-02-28,True,False
CUST00207,Male,61.0,Delhi,Bronze,2023-07-10,True,True
CUST00208,Female,28.0,Pune,Bronze,2023-10-20,True,True
CUST00209,Male,19.0,Mumbai,Bronze,2022-04-01,True,True
CUST00210,Male,,Chennai,Bronze,2024-05-21,True,True
CUST00211,Female,61.0,Delhi,Bronze,2023-07-08,True,True
CUST00212,Female,61.0,Hyderabad,Platinum,2024-05-20,True,True
CUST00213,Female,26.0,Chennai,Silver,2024-04-27,True,True
CUST00214,,38.0,Delhi,Silver,2023-03-12,False,False
CUST00215,Female,41.0,Bangalore,Silver,2023-03-07,False,True
CUST00216,Male,51.0,Ahmedabad,Bronze,2022-05-23,True,True
CUST00217,Male,39.0,Hyderabad,Bronze,2023-10-25,True,False
CUST00218,Female,20.0,Ahmedabad,Bronze,2023-03-18,True,True
CUST00219,Female,,Bangalore,Bronze,2022-08-18,True,False
CUST00220,Female,45.0,Chennai,Silver,2022-12-14,True,False
CUST00221,Female,47.0,Hyderabad,Bronze,2022-10-15,True,False
CUST00222,Female,43.0,Ahmedabad,Bronze,2023-10-16,True,True
CUST00223,Male,38.0,Pune,Silver,2023-06-23,True,True
CUST00224,Male,,Ahmedabad,Gold,2024-03-13,True,True
CUST00225,Male,43.0,Delhi,Gold,2023-06-14,True,False
CUST00226,Male,50.0,Chennai,Gold,2023-05-02,True,True
CUST00227,Other,38.0,Mumbai,Gold,2023-08-16,True,True
CUST00228,Male,52.0,Ahmedabad,Bronze,2023-03-04,True,True
CUST00229,Female,51.0,Hyderabad,Gold,2022-02-09,True,True
CUST00230,Female,58.0,Hyderabad,Bronze,2022-07-31,True,True
CUST00231,Female,64.0,Jaipur,Silver,2024-01-25,True,True
CUST00232,Female,35.0,Ahmedabad,Silver,2022-06-30,True,True
CUST00233,Female,28.0,Chennai,Bronze,2022-12-06,True,True
CUST00234,Female,40.0,Chennai,Gold,2023-06-08,True,False
CUST00235,Male,39.0,Bangalore,Gold,2022-12-22,False,True
CUST00236,Female,34.0,Jaipur,Bronze,2023-07-24,True,True
CUST00237,Male,22.0,Ahmedabad,Gold,2024-03-18,True,True
CUST00238,Male,61.0,Pune,Bronze,2022-12-03,True,True
CUST00239,Female,28.0,Bangalore,Silver,2023-11-18,False,True
CUST00240,Male,47.0,Jaipur,Silver,2022-02-09,True,False
CUST00241,Female,32.0,Ahmedabad,Silver,2024-05-03,False,True
CUST00242,Female,44.0,Ahmedabad,Gold,2022-06-26,True,True
CUST00243,Female,52.0,Bangalore,Gold,2024-05-16,True,True
CUST00244,Male,,Pune,Gold,2023-04-05,False,True
CUST00245,Male,37.0,Jaipur,Bronze,2022-10-21,True,True
CUST00246,Female,33.0,Ahmedabad,Gold,2022-03-19,True,True
CUST00247,Male,51.0,Ahmedabad,Bronze,2022-10-17,True,True
CUST00248,Other,19.0,Jaipur,Gold,2023-04-23,True,True
CUST00249,Other,52.0,Mumbai,Bronze,2022-09-04,True,True
CUST00250,Female,57.0,Bangalore,Bronze,2022-12-18,True,True
CUST00251,Male,45.0,Bangalore,Silver,2022-09-26,True,True
CUST00252,Male,64.0,Hyderabad,Bronze,2024-03-16,True,True
CUST00253,Female,56.0,Pune,Bronze,2023-10-16,False,False
CUST00254,Male,23.0,Delhi,Bronze,2023-08-09,True,True
CUST00255,Male,26.0,Mumbai,Bronze,2023-01-08,True,True
CUST00256,Female,37.0,Jaipur,Bronze,2022-06-17,True,False
CUST00257,Female,18.0,Jaipur,Bronze,2022-11-06,True,True
CUST00258,Female,25.0,Jaipur,Silver,2022-12-11,True,True
CUST00259,Female,40.0,Mumbai,Bronze,2022-10-27,False,True
CUST00260,Male,20.0,Ahmedabad,Silver,2022-09-25,True,True
CUST00261,Female,21.0,Jaipur,Bronze,2023-07-11,True,True
CUST00262,Other,42.0,Jaipur,Platinum,2023-06-04,True,True
CUST00263,Male,64.0,Pune,Gold,2022-08-02,True,True
CUST00264,Female,55.0,Chennai,Bronze,2023-06-08,False,True
CUST00265,Female,32.0,Chennai,Gold,2022-06-26,True,False
CUST00266,Female,38.0,Hyderabad,Gold,2022-04-06,True,True
CUST00267,Female,52.0,Hyderabad,Platinum,2023-07-13,True,True
CUST00268,Female,63.0,Jaipur,Silver,2022-07-04,True,False
CUST00269,Male,31.0,Pune,Bronze,2023-07-11,True,True
CUST00270,Male,53.0,Jaipur,Silver,2022-09-15,True,True
CUST00271,Female,29.0,Hyderabad,Silver,2022-02-27,True,False
CUST00272,Female,34.0,Mumbai,Silver,2023-12-19,True,True
CUST00273,Female,56.0,Mumbai,Bronze,2022-11-06,True,True
CUST00274,Female,26.0,Ahmedabad,Gold,2022-10-06,False,True
CUST00275,Female,52.0,Delhi,Platinum,2022-03-26,False,True
CUST00276,Female,30.0,Chennai,Bronze,2023-03-04,True,True
CUST00277,Female,32.0,Pune,Bronze,2023-12-31,True,True
CUST00278,Female,35.0,Bangalore,Bronze,2022-05-26,True,True
CUST00279,Female,50.0,Chennai,Gold,2024-01-26,True,True
CUST00280,Female,23.0,Bangalore,Silver,2023-11-21,True,True
CUST00281,Female,,Delhi,Silver,2022-09-13,True,True
CUST00282,Male,40.0,Delhi,Silver,2022-04-19,False,True
CUST00283,Male,44.0,Jaipur,Silver,2022-12-19,False,True
CUST00284,Male,51.0,Hyderabad,Bronze,2024-05-22,True,True
CUST00285,Female,,Delhi,Silver,2024-03-01,True,True
CUST00286,Male,55.0,Delhi,Gold,2024-01-14,True,True
CUST00287,Male,31.0,Bangalore,Platinum,2023-02-06,True,True
CUST00288,Female,53.0,Hyderabad,Platinum,2023-03-10,True,False
CUST00289,Male,25.0,Delhi,Platinum,2023-07-04,True,True
CUST00290,Female,52.0,Chennai,Silver,2022-01-14,False,False
CUST00291,Male,36.0,Ahmedabad,Silver,2023-06-27,True,True
CUST00292,Male,47.0,Delhi,Silver,2024-04-10,True,True
CUST00293,Female,31.0,Ahmedabad,Gold,2022-06-25,True,False
CUST00294,Male,37.0,Hyderabad,Bronze,2023-02-21,True,True
CUST00295,,42.0,Jaipur,Bronze,2022-06-14,True,True
CUST00296,Female,57.0,Pune,Bronze,2022-03-25,False,False
CUST00297,Female,41.0,Hyderabad,Silver,2023-02-12,True,False
CUST00298,Male,31.0,Bangalore,Bronze,2023-04-27,True,False
CUST00299,Female,43.0,Pune,Bronze,2023-03-20,True,True
CUST00300,Male,55.0,Chennai,Bronze,2022-10-05,True,True
CUST00301,Male,40.0,Mumbai,Bronze,2022-03-03,True,True
CUST00302,Female,39.0,Ahmedabad,Gold,2022-08-14,True,True
CUST00303,Female,36.0,Ahmedabad,Bronze,2022-10-12,True,False
CUST00304,Female,63.0,Ahmedabad,Silver,2023-01-09,True,True
CUST00305,Female,20.0,Hyderabad,Silver,2023-12-31,True,True
CUST00306,,59.0,Ahmedabad,Gold,2023-01-04,True,True
CUST00307,Female,36.0,Jaipur,Bronze,2023-01-15,True,True
CUST00308,Male,26.0,Ahmedabad,Platinum,2022-01-29,True,False
CUST00309,Female,45.0,Bangalore,Silver,2022-04-21,True,True
CUST00310,Male,37.0,Chennai,Platinum,2022-07-26,True,True
CUST00311,Male,62.0,Ahmedabad,Gold,2024-05-26,True,False
CUST00312,Male,24.0,Ahmedabad,Bronze,2023-01-18,True,True
CUST00313,Male,31.0,Pune,Bronze,2022-08-10,True,True
CUST00314,Other,26.0,Chennai,Bronze,2022-06-15,True,True
CUST00315,Female,36.0,Ahmedabad,Silver,2024-02-04,True,True
CUST00316,Female,64.0,Hyderabad,Bronze,2023-02-02,True,True
CUST00317,Male,31.0,Delhi,Bronze,2022-10-09,True,False
CUST00318,Male,55.0,Jaipur,Silver,2022-08-05,True,True
CUST00319,Male,53.0,Hyderabad,Bronze,2022-07-23,True,False
CUST00320,Male,57.0,Mumbai,Bronze,2023-02-19,True,False
CUST00321,Female,34.0,Hyderabad,Silver,2023-12-23,True,True
CUST00322,Female,47.0,Pune,Bronze,2023-09-05,False,True
CUST00323,Female,26.0,Pune,Bronze,2024-04-06,True,True
CUST00324,Male,50.0,Ahmedabad,Silver,2023-10-17,True,True
CUST00325,Female,42.0,Hyderabad,Silver,2022-02-03,True,False
CUST00326,Female,31.0,Pune,Gold,2024-01-04,True,True
CUST00327,,28.0,Delhi,Silver,2024-04-16,True,True
CUST00328,Female,52.0,Chennai,Silver,2024-01-09,True,True
CUST00329,Male,,Hyderabad,Silver,2022-05-13,False,True
CUST00330,Male,31.0,Jaipur,Gold,2022-04-09,False,True
CUST00331,Male,47.0,Delhi,Gold,2022-09-08,True,True
CUST00332,Female,58.0,Ahmedabad,Gold,2023-06-27,True,True
CUST00333,Male,21.0,Chennai,Silver,2023-04-15,True,True
CUST00334,Male,21.0,Jaipur,Bronze,2022-05-31,True,True
CUST00335,Male,45.0,Ahmedabad,Bronze,2022-12-29,True,True
CUST00336,Male,25.0,Jaipur,Bronze,2023-06-23,True,True
CUST00337,Female,19.0,Ahmedabad,Platinum,2023-05-11,True,True
CUST00338,Female,58.0,Jaipur,Silver,2023-02-14,True,True
CUST00339,Male,63.0,Chennai,Silver,2023-08-31,True,True
CUST00340,Male,39.0,Delhi,Bronze,2023-06-14,False,False
CUST00341,Female,58.0,Jaipur,Gold,2024-03-27,True,True
CUST00342,Male,33.0,Jaipur,Bronze,2024-03-14,True,True
CUST00343,Male,46.0,Bangalore,Bronze,2022-10-12,True,False
CUST00344,Male,47.0,Hyderabad,Bronze,2022-09-04,True,False
CUST00345,Male,29.0,Chennai,Silver,2023-11-12,True,True
CUST00346,Female,52.0,Ahmedabad,Silver,2022-08-09,True,True
CUST00347,Female,28.0,Chennai,Gold,2022-11-21,True,True
CUST00348,Male,63.0,Pune,Bronze,2024-02-09,True,True
CUST00349,Male,38.0,Ahmedabad,Silver,2024-03-02,True,False
CUST00350,Female,38.0,Chennai,Silver,2024-01-12,True,True
CUST00351,Female,22.0,Delhi,Bronze,2023-08-17,True,True
CUST00352,Female,37.0,Ahmedabad,Gold,2022-06-02,True,True
CUST00353,Female,54.0,Ahmedabad,Gold,2022-10-21,True,True
CUST00354,Male,20.0,Chennai,Silver,2023-04-17,True,True
CUST00355,Male,61.0,Ahmedabad,Gold,2023-05-21,True,False
CUST00356,Female,50.0,Bangalore,Silver,2023-05-14,False,True
CUST00357,Male,,Hyderabad,Bronze,2022-02-06,True,True
CUST00358,Female,26.0,Ahmedabad,Silver,2024-01-01,True,True
CUST00359,Female,21.0,Hyderabad,Bronze,2022-02-17,True,True
CUST00360,Female,52.0,Chennai,Bronze,2022-05-12,True,True
CUST00361,Male,34.0,Jaipur,Bronze,2022-09-13,True,False
CUST00362,Female,51.0,Mumbai,Silver,2023-07-18,False,True
CUST00363,Male,41.0,Mumbai,Silver,2023-05-29,True,False
CUST00364,Female,49.0,Jaipur,Bronze,2022-10-04,True,True
CUST00365,Female,18.0,Jaipur,Silver,2022-11-19,True,True
CUST00366,Male,25.0,Jaipur,Gold,2022-06-29,True,True
CUST00367,Other,62.0,Delhi,Bronze,2023-02-25,False,True
CUST00368,Female,40.0,Mumbai,Bronze,2024-05-20,True,False
CUST00369,Male,64.0,Jaipur,Gold,2023-12-28,True,True
CUST00370,Male,57.0,Delhi,Bronze,2022-07-18,True,True
CUST00371,Male,29.0,Pune,Silver,2023-02-10,True,True
CUST00372,Male,29.0,Ahmedabad,Bronze,2023-04-27,True,False
CUST00373,Male,63.0,Delhi,Silver,2022-03-16,True,True
CUST00374,Female,64.0,Mumbai,Silver,2023-12-07,True,True
CUST00375,Male,32.0,Chennai,Silver,2023-06-26,True,True
CUST00376,Male,58.0,Pune,Gold,2024-04-05,True,True
CUST00377,Female,36.0,Mumbai,Gold,2022-01-28,True,True
CUST00378,Male,43.0,Ahmedabad,Gold,2022-01-31,True,False
CUST00379,Female,46.0,Delhi,Silver,2023-03-11,True,True
CUST00380,Male,39.0,Bangalore,Bronze,2023-11-11,True,True
CUST00381,Male,57.0,Hyderabad,Silver,2022-07-05,False,True
CUST00382,Female,38.0,Ahmedabad,Bronze,2022-09-07,True,True
CUST00383,Female,55.0,Mumbai,Gold,2022-05-25,False,True
CUST00384,Female,37.0,Jaipur,Bronze,2023-11-12,False,False
CUST00385,Female,46.0,Delhi,Silver,2023-07-07,True,False
CUST00386,Female,21.0,Jaipur,Bronze,2023-06-04,True,False
CUST00387,Male,24.0,Jaipur,Gold,2023-03-05,True,False
CUST00388,Male,45.0,Jaipur,Gold,2023-06-11,True,True
CUST00389,Female,45.0,Jaipur,Bronze,2023-10-29,True,True
CUST00390,Female,21.0,Jaipur,Gold,2022-11-24,True,True
CUST00391,Other,39.0,Pune,Bronze,2024-05-09,True,True
CUST00392,Male,29.0,Mumbai,Silver,2023-12-29,True,True
CUST00393,Male,62.0,Ahmedabad,Gold,2023-11-28,True,True
CUST00394,Female,20.0,Mumbai,Bronze,2023-09-26,True,True
CUST00395,Male,39.0,Ahmedabad,Platinum,2022-05-14,True,False
CUST00396,Female,61.0,Hyderabad,Bronze,2022-03-19,True,True
CUST00397,Female,19.0,Delhi,Bronze,2024-01-19,True,False
CUST00398,Male,41.0,Bangalore,Gold,2023-07-16,True,True
CUST00399,Female,51.0,Pune,Bronze,2023-05-08,False,True
CUST00400,Female,44.0,Delhi,Platinum,2023-03-25,True,True
CUST00401,Male,58.0,Pune,Platinum,2024-05-10,True,True
CUST00402,Female,18.0,Ahmedabad,Bronze,2022-10-10,True,True
CUST00403,Female,25.0,Mumbai,Silver,2022-08-06,True,True
CUST00404,Female,40.0,Jaipur,Bronze,2024-01-28,True,True
CUST00405,Male,55.0,Hyderabad,Silver,2024-03-14,False,True
CUST00406,Female,23.0,Hyderabad,Bronze,2022-01-25,True,True
