campaign_id,customer_id,campaign_date,campaign_type,opened,converted,discount_offered
CMP000042,CUST00018,2024-01-19,loyalty_points,False,False,0.0
CMP000043,CUST00018,2024-03-28,loyalty_points,True,False,0.0
CMP000044,CUST00019,2024-05-03,personal_call,False,False,0.0
CMP000045,CUST00020,2024-03-21,sms_reminder,True,False,19.6
CMP000046,CUST00021,2024-01-24,push_notification,True,True,20.9
CMP000047,CUST00021,2024-04-23,push_notification,True,False,15.2
CMP000048,CUST00021,2024-02-11,sms_reminder,True,False,12.7
CMP000049,CUST00021,2024-03-26,push_notification,True,True,0.0
CMP000050,CUST00022,2024-03-17,email_discount,True,False,0.0
CMP000051,CUST00023,2024-03-18,email_discount,True,False,0.0
CMP000052,CUST00023,2024-01-14,sms_reminder,False,False,0.0
CMP000053,CUST00023,2024-05-17,email_discount,True,False,0.0
CMP000054,CUST00023,2024-04-30,push_notification,False,False,0.0
CMP000055,CUST00024,2024-05-24,email_discount,False,False,0.0
CMP000056,CUST00024,2024-04-11,loyalty_points,True,False,0.0
CMP000057,CUST00024,2024-03-07,loyalty_points,True,False,0.0
CMP000058,CUST00024,2024-01-14,sms_reminder,True,False,15.9
CMP000059,CUST00026,2024-06-25,push_notification,False,False,0.0
CMP000060,CUST00026,2024-02-13,personal_call,False,False,0.0
CMP000061,CUST00026,2024-04-19,loyalty_points,False,False,0.0
CMP000062,CUST00027,2024-04-20,personal_call,True,True,10.6
CMP000063,CUST00027,2024-06-13,push_notification,False,False,0.0
CMP000064,CUST00027,2024-02-25,sms_reminder,True,False,0.0
CMP000065,CUST00027,2024-01-19,loyalty_points,False,False,0.0
CMP000066,CUST00027,2024-01-10,loyalty_points,True,True,0.0
CMP000067,CUST00030,2024-01-15,personal_call,True,True,0.0
CMP000068,CUST00030,2024-05-26,email_discount,False,False,0.0
CMP000069,CUST00030,2024-02-16,personal_call,False,False,0.0
CMP000070,CUST00031,2024-04-15,push_notification,False,False,0.0
CMP000071,CUST00032,2024-05-13,personal_call,False,False,0.0
CMP000072,CUST00032,2024-05-22,push_notification,True,False,0.0
CMP000073,CUST00032,2024-03-23,sms_reminder,False,False,0.0
CMP000074,CUST00032,2024-03-16,sms_reminder,True,True,0.0
CMP000075,CUST00032,2024-05-14,personal_call,True,False,0.0
CMP000076,CUST00033,2024-02-15,email_discount,True,False,0.0
CMP000077,CUST00033,2024-04-17,sms_reminder,True,False,0.0
CMP000078,CUST00033,2024-04-26,email_discount,False,False,13.8
CMP000079,CUST00035,2024-02-27,push_notification,False,False,0.0
CMP000080,CUST00035,2024-04-05,email_discount,True,False,0.0
CMP000081,CUST00035,2024-03-10,personal_call,True,False,0.0
CMP000082,CUST00036,2024-05-18,personal_call,False,False,5.2
CMP000083,CUST00037,2024-05-12,sms_reminder,True,True,0.0
CMP000084,CUST00038,2024-06-10,sms_reminder,True,False,0.0
CMP000085,CUST00038,2024-03-24,loyalty_points,False,False,23.8
CMP000086,CUST00038,2024-05-30,email_discount,False,False,26.6
CMP000087,CUST00038,2024-01-18,email_discount,False,False,0.0
CMP000088,CUST00039,2024-06-07,loyalty_points,False,False,0.0
CMP000089,CUST00039,2024-03-26,sms_reminder,False,False,0.0
CMP000090,CUST00039,2024-02-07,sms_reminder,True,False,0.0
CMP000091,CUST00039,2024-02-14,loyalty_points,False,False,0.0
CMP000092,CUST00040,2024-02-27,loyalty_points,False,False,0.0
CMP000093,CUST00040,2024-03-29,push_notification,False,False,0.0
CMP000094,CUST00040,2024-02-24,personal_call,True,True,0.0
CMP000095,CUST00040,2024-05-27,push_notification,False,False,9.8
CMP000096,CUST00041,2024-04-03,sms_reminder,True,True,0.0
CMP000097,CUST00042,2024-04-09,email_discount,False,False,0.0
CMP000098,CUST00042,2024-05-12,email_discount,False,False,0.0
CMP000099,CUST00043,2024-04-01,sms_reminder,True,False,0.0
CMP000100,CUST00043,2024-01-19,sms_reminder,True,False,0.0
CMP000101,CUST00043,2024-03-07,email_discount,False,False,0.0
CMP000102,CUST00043,2024-05-19,sms_reminder,True,True,0.0
CMP000103,CUST00044,2024-02-04,loyalty_points,True,False,0.0
CMP000104,CUST00045,2024-03-17,email_discount,True,False,0.0
CMP000105,CUST00045,2024-05-10,email_discount,False,False,0.0
CMP000106,CUST00045,2024-03-18,sms_reminder,False,False,0.0
CMP000107,CUST00047,2024-03-05,loyalty_points,False,False,24.9
CMP000108,CUST00047,2024-01-07,email_discount,False,False,0.0
CMP000109,CUST00047,2024-03-29,email_discount,False,False,0.0
CMP000110,CUST00048,2024-02-01,loyalty_points,False,False,0.0
CMP000111,CUST00048,2024-03-14,personal_call,False,False,0.0
CMP000112,CUST00048,2024-02-25,sms_reminder,True,False,0.0
CMP000113,CUST00048,2024-03-19,personal_call,True,False,0.0
CMP000114,CUST00048,2024-05-26,email_discount,True,False,0.0
CMP000115,CUST00050,2024-01-27,push_notification,False,False,0.0
CMP000116,CUST00051,2024-04-10,personal_call,False,False,18.0
CMP000117,CUST00052,2024-05-01,email_discount,False,False,0.0
CMP000118,CUST00052,2024-01-27,email_discount,False,False,0.0
CMP000119,CUST00052,2024-06-09,personal_call,False,False,0.0
CMP000120,CUST00053,2024-04-12,loyalty_points,False,False,0.0
CMP000121,CUST00053,2024-06-24,sms_reminder,True,False,0.0
CMP000122,CUST00053,2024-06-22,loyalty_points,True,False,20.3
CMP000123,CUST00053,2024-03-01,email_discount,True,True,0.0
CMP000124,CUST00053,2024-04-01,loyalty_points,True,False,0.0
CMP000125,CUST00054,2024-02-05,personal_call,True,False,0.0
CMP000126,CUST00054,2024-02-03,push_notification,True,False,0.0
CMP000127,CUST00054,2024-05-14,loyalty_points,True,False,0.0
CMP000128,CUST00054,2024-03-28,personal_call,True,True,6.1
CMP000129,CUST00054,2024-02-28,email_discount,False,False,0.0
CMP000130,CUST00055,2024-02-23,email_discount,True,False,0.0
CMP000131,CUST00055,2024-05-02,email_discount,True,False,0.0
CMP000132,CUST00055,2024-05-06,sms_reminder,False,False,0.0
CMP000133,CUST00055,2024-05-11,email_discount,False,False,0.0
CMP000134,CUST00055,2024-03-18,loyalty_points,False,False,0.0
CMP000135,CUST00056,2024-02-23,personal_call,True,False,0.0
CMP000136,CUST00056,2024-06-01,loyalty_points,True,False,0.0
CMP000137,CUST00056,2024-06-20,email_discount,True,True,0.0
CMP000138,CUST00056,2024-05-26,loyalty_points,False,False,0.0
CMP000139,CUST00056,2024-03-18,personal_call,False,False,24.8
CMP000140,CUST00057,2024-02-02,personal_call,False,False,0.0
CMP000141,CUST00057,2024-01-23,push_notification,True,False,0.0
CMP000142,CUST00057,2024-03-05,sms_reminder,False,False,0.0
CMP000143,CUST00058,2024-06-06,email_discount,True,False,0.0
CMP000144,CUST00059,2024-03-07,loyalty_points,False,False,0.0
CMP000145,CUST00059,2024-02-03,loyalty_points,True,False,0.0
CMP000146,CUST00060,2024-05-08,email_discount,False,False,12.2
CMP000147,CUST00060,2024-01-06,email_discount,False,False,0.0
CMP000148,CUST00060,2024-05-30,push_notification,False,False,14.5
CMP000149,CUST00060,2024-05-07,personal_call,True,False,0.0
CMP000150,CUST00060,2024-02-08,loyalty_points,False,False,0.0
CMP000151,CUST00061,2024-02-18,loyalty_points,False,False,0.0
CMP000152,CUST00061,2024-01-23,push_notification,True,False,0.0
CMP000153,CUST00061,2024-02-26,personal_call,True,False,0.0
CMP000154,CUST00062,2024-01-27,loyalty_points,True,False,0.0
CMP000155,CUST00063,2024-06-23,sms_reminder,True,False,0.0
CMP000156,CUST00063,2024-02-10,personal_call,False,False,0.0
CMP000157,CUST00063,2024-06-23,loyalty_points,False,False,0.0
CMP000158,CUST00064,2024-01-11,sms_reminder,False,False,0.0
CMP000159,CUST00064,2024-03-18,personal_call,False,False,15.2
CMP000160,CUST00064,2024-03-07,sms_reminder,True,True,27.9
CMP000161,CUST00064,2024-01-16,personal_call,True,False,0.0
CMP000162,CUST00064,2024-02-26,sms_reminder,True,False,0.0
CMP000163,CUST00065,2024-05-27,email_discount,False,False,0.0
CMP000164,CUST00066,2024-06-09,loyalty_points,True,True,0.0
CMP000165,CUST00066,2024-04-26,sms_reminder,False,False,0.0
CMP000166,CUST00067,2024-05-22,loyalty_points,False,False,0.0
CMP000167,CUST00067,2024-04-23,sms_reminder,False,False,0.0
CMP000168,CUST00068,2024-01-02,sms_reminder,False,False,0.0
CMP000169,CUST00068,2024-04-28,sms_reminder,False,False,0.0
CMP000170,CUST00068,2024-03-19,email_discount,False,False,0.0
CMP000171,CUST00069,2024-05-13,sms_reminder,False,False,0.0
CMP000172,CUST00069,2024-05-02,loyalty_points,True,True,0.0
CMP000173,CUST00069,2024-04-01,push_notification,False,False,0.0
CMP000174,CUST00070,2024-02-05,sms_reminder,False,False,0.0
CMP000175,CUST00071,2024-04-17,loyalty_points,False,False,0.0
CMP000176,CUST00071,2024-04-05,sms_reminder,False,False,0.0
CMP000177,CUST00071,2024-06-26,push_notification,False,False,0.0
CMP000178,CUST00071,2024-05-06,loyalty_points,False,False,0.0
CMP000179,CUST00071,2024-01-12,push_notification,False,False,0.0
CMP000180,CUST00072,2024-06-22,personal_call,False,False,0.0
CMP000181,CUST00072,2024-06-13,sms_reminder,False,False,0.0
CMP000182,CUST00072,2024-06-17,personal_call,False,False,0.0
CMP000183,CUST00073,2024-01-20,personal_call,False,False,16.4
CMP000184,CUST00074,2024-05-11,loyalty_points,True,False,0.0
CMP000185,CUST00074,2024-02-28,push_notification,False,False,0.0
CMP000186,CUST00074,2024-03-18,email_discount,False,False,0.0
CMP000187,CUST00075,2024-03-17,loyalty_points,False,False,0.0
CMP000188,CUST00075,2024-05-15,loyalty_points,False,False,0.0
CMP000189,CUST00075,2024-06-11,push_notification,True,False,0.0
CMP000190,CUST00075,2024-01-29,push_notification,False,False,19.5
CMP000191,CUST00076,2024-05-04,email_discount,False,False,27.9
CMP000192,CUST00076,2024-04-19,loyalty_points,True,False,0.0
CMP000193,CUST00076,2024-02-18,push_notification,False,False,0.0
CMP000194,CUST00076,2024-01-10,loyalty_points,False,False,0.0
CMP000195,CUST00076,2024-05-26,email_discount,False,False,0.0
CMP000196,CUST00077,2024-04-11,sms_reminder,False,False,0.0
CMP000197,CUST00077,2024-03-01,loyalty_points,False,False,0.0
CMP000198,CUST00078,2024-01-19,sms_reminder,True,False,0.0
CMP000199,CUST00078,2024-04-12,email_discount,False,False,0.0
CMP000200,CUST00078,2024-02-02,sms_reminder,False,False,0.0
CMP000201,CUST00078,2024-02-13,personal_call,False,False,0.0
CMP000202,CUST00078,2024-01-16,sms_reminder,True,False,0.0
CMP000203,CUST00079,2024-04-20,personal_call,False,False,0.0
CMP000204,CUST00081,2024-04-17,push_notification,True,False,13.3
CMP000205,CUST00081,2024-03-07,loyalty_points,True,True,0.0
CMP000206,CUST00081,2024-03-22,loyalty_points,False,False,0.0
CMP000207,CUST00081,2024-04-03,push_notification,True,False,0.0
CMP000208,CUST00081,2024-06-13,email_discount,False,False,0.0
CMP000209,CUST00082,2024-05-18,sms_reminder,False,False,28.3
CMP000210,CUST00082,2024-03-11,personal_call,True,False,0.0
CMP000211,CUST00082,2024-01-07,personal_call,True,False,21.2
CMP000212,CUST00083,2024-01-24,loyalty_points,False,False,0.0
CMP000213,CUST00083,2024-04-18,loyalty_points,False,False,27.2
CMP000214,CUST00084,2024-03-27,push_notification,True,True,0.0
CMP000215,CUST00084,2024-06-20,push_notification,False,False,0.0
CMP000216,CUST00084,2024-01-05,personal_call,False,False,0.0
CMP000217,CUST00084,2024-04-08,push_notification,False,False,0.0
CMP000218,CUST00084,2024-02-14,loyalty_points,False,False,0.0
CMP000219,CUST00085,2024-05-17,push_notification,True,False,0.0
CMP000220,CUST00085,2024-05-23,email_discount,False,False,0.0
CMP000221,CUST00085,2024-05-08,loyalty_points,True,False,0.0
CMP000222,CUST00085,2024-05-03,sms_reminder,True,False,0.0
CMP000223,CUST00085,2024-02-04,sms_reminder,False,False,0.0
CMP000224,CUST00087,2024-02-09,loyalty_points,False,False,0.0
CMP000225,CUST00087,2024-03-03,sms_reminder,False,False,0.0
CMP000226,CUST00087,2024-06-06,push_notification,False,False,0.0
CMP000227,CUST00087,2024-06-12,push_notification,True,False,0.0
CMP000228,CUST00088,2024-02-27,loyalty_points,True,True,0.0
CMP000229,CUST00090,2024-06-02,email_discount,False,False,24.8
CMP000230,CUST00092,2024-06-01,email_discount,True,False,0.0
CMP000231,CUST00092,2024-05-04,email_discount,True,True,0.0
CMP000232,CUST00092,2024-04-01,loyalty_points,False,False,0.0
CMP000233,CUST00092,2024-03-04,email_discount,False,False,22.9
CMP000234,CUST00092,2024-05-02,email_discount,True,False,0.0
CMP000235,CUST00093,2024-02-07,loyalty_points,True,True,0.0
CMP000236,CUST00094,2024-05-01,email_discount,True,False,0.0
CMP000237,CUST00095,2024-03-28,personal_call,True,True,0.0
CMP000238,CUST00096,2024-06-09,personal_call,True,True,0.0
CMP000239,CUST00096,2024-05-24,loyalty_points,False,False,13.8
CMP000240,CUST00097,2024-06-02,email_discount,True,False,0.0
CMP000241,CUST00097,2024-02-14,email_discount,True,False,0.0
CMP000242,CUST00097,2024-02-06,personal_call,True,False,0.0
CMP000243,CUST00097,2024-01-06,personal_call,False,False,0.0
CMP000244,CUST00097,2024-04-23,email_discount,False,False,0.0
CMP000245,CUST00098,2024-03-26,email_discount,False,False,0.0
CMP000246,CUST00099,2024-02-26,push_notification,True,True,0.0
CMP000247,CUST00099,2024-03-05,loyalty_points,True,False,0.0
CMP000248,CUST00099,2024-02-05,sms_reminder,False,False,0.0
CMP000249,CUST00099,2024-05-13,push_notification,False,False,0.0
CMP000250,CUST00101,2024-02-19,email_discount,True,False,0.0
CMP000251,CUST00101,2024-01-15,loyalty_points,True,False,0.0
CMP000252,CUST00101,2024-05-08,email_discount,True,False,0.0
CMP000253,CUST00101,2024-01-13,push_notification,False,False,13.4
CMP000254,CUST00102,2024-02-28,email_discount,True,False,0.0
CMP000255,CUST00102,2024-02-05,personal_call,False,False,0.0
CMP000256,CUST00103,2024-01-08,personal_call,True,True,0.0
CMP000257,CUST00103,2024-05-07,loyalty_points,True,False,0.0
CMP000258,CUST00106,2024-02-19,push_notification,False,False,0.0
CMP000259,CUST00106,2024-06-10,email_discount,True,False,0.0
CMP000260,CUST00107,2024-01-24,personal_call,False,False,0.0
CMP000261,CUST00107,2024-02-16,personal_call,True,True,0.0
CMP000262,CUST00107,2024-06-05,push_notification,True,False,0.0
CMP000263,CUST00107,2024-04-25,loyalty_points,False,False,0.0
CMP000264,CUST00107,2024-02-13,email_discount,True,False,0.0
CMP000265,CUST00108,2024-02-16,email_discount,False,False,5.8
CMP000266,CUST00108,2024-06-23,email_discount,False,False,0.0
CMP000267,CUST00108,2024-05-09,loyalty_points,True,True,25.7
CMP000268,CUST00109,2024-02-12,sms_reminder,True,False,16.4
CMP000269,CUST00109,2024-02-26,sms_reminder,False,False,0.0
CMP000270,CUST00109,2024-03-21,email_discount,True,False,0.0
CMP000271,CUST00110,2024-01-03,loyalty_points,True,False,0.0
CMP000272,CUST00110,2024-03-25,email_discount,False,False,0.0
CMP000273,CUST00110,2024-03-01,personal_call,True,False,0.0
CMP000274,CUST00110,2024-05-30,sms_reminder,False,False,8.0
CMP000275,CUST00111,2024-02-19,loyalty_points,False,False,0.0
CMP000276,CUST00111,2024-02-10,push_notification,False,False,0.0
CMP000277,CUST00111,2024-01-30,email_discount,False,False,0.0
CMP000278,CUST00111,2024-06-17,personal_call,True,False,0.0
CMP000279,CUST00112,2024-03-13,push_notification,False,False,0.0
CMP000280,CUST00112,2024-01-04,email_discount,False,False,0.0
CMP000281,CUST00113,2024-04-01,sms_reminder,True,False,0.0
CMP000282,CUST00113,2024-05-19,loyalty_points,True,False,0.0
CMP000283,CUST00113,2024-05-09,email_discount,False,False,0.0
CMP000284,CUST00113,2024-02-28,push_notification,False,False,0.0
CMP000285,CUST00114,2024-03-14,push_notification,True,False,0.0
CMP000286,CUST00114,2024-02-04,push_notification,False,False,0.0
CMP000287,CUST00116,2024-05-11,loyalty_points,True,False,9.2
CMP000288,CUST00116,2024-06-03,loyalty_points,False,False,0.0
CMP000289,CUST00116,2024-06-12,sms_reminder,True,True,0.0
CMP000290,CUST00116,2024-01-21,email_discount,False,False,0.0
CMP000291,CUST00116,2024-06-27,sms_reminder,False,False,0.0
CMP000292,CUST00117,2024-06-29,sms_reminder,True,True,0.0
CMP000293,CUST00117,2024-02-05,loyalty_points,True,True,0.0
CMP000294,CUST00117,2024-03-19,email_discount,True,True,20.1
CMP000295,CUST00118,2024-05-24,personal_call,True,False,22.5
CMP000296,CUST00118,2024-04-04,personal_call,False,False,0.0
CMP000297,CUST00118,2024-03-28,loyalty_points,True,False,0.0
CMP000298,CUST00119,2024-02-26,personal_call,False,False,0.0
CMP000299,CUST00119,2024-06-01,personal_call,True,False,0.0
CMP000300,CUST00119,2024-01-22,sms_reminder,False,False,0.0
CMP000301,CUST00120,2024-05-04,loyalty_points,True,False,0.0
CMP000302,CUST00120,2024-05-04,loyalty_points,False,False,0.0
CMP000303,CUST00120,2024-02-09,sms_reminder,False,False,22.8
CMP000304,CUST00120,2024-04-19,email_discount,True,False,0.0
CMP000305,CUST00120,2024-04-03,personal_call,True,False,0.0
CMP000306,CUST00121,2024-03-04,loyalty_points,True,False,0.0
CMP000307,CUST00121,2024-03-01,personal_call,True,False,0.0
CMP000308,CUST00122,2024-03-16,sms_reminder,False,False,0.0
CMP000309,CUST00122,2024-04-02,push_notification,True,False,0.0
CMP000310,CUST00122,2024-05-05,personal_call,True,False,0.0
CMP000311,CUST00122,2024-05-18,personal_call,True,False,0.0
CMP000312,CUST00123,2024-06-06,email_discount,True,False,0.0
CMP000313,CUST00123,2024-05-04,loyalty_points,False,False,17.3
CMP000314,CUST00123,2024-03-04,loyalty_points,True,False,0.0
CMP000315,CUST00123,2024-06-05,loyalty_points,True,False,0.0
CMP000316,CUST00123,2024-05-14,email_discount,False,False,0.0
CMP000317,CUST00124,2024-03-14,email_discount,False,False,0.0
CMP000318,CUST00124,2024-01-26,email_discount,False,False,0.0
CMP000319,CUST00124,2024-02-24,sms_reminder,True,True,22.8
CMP000320,CUST00124,2024-01-20,sms_reminder,False,False,7.4
CMP000321,CUST00124,2024-05-23,sms_reminder,True,False,17.1
CMP000322,CUST00125,2024-03-27,personal_call,False,False,0.0
CMP000323,CUST00125,2024-04-01,sms_reminder,False,False,0.0
CMP000324,CUST00125,2024-05-19,personal_call,False,False,29.2
CMP000325,CUST00125,2024-05-31,personal_call,False,False,0.0
CMP000326,CUST00125,2024-06-16,sms_reminder,False,False,0.0
CMP000327,CUST00126,2024-06-21,sms_reminder,False,False,0.0
CMP000328,CUST00127,2024-04-21,personal_call,False,False,17.6
CMP000329,CUST00127,2024-02-16,sms_reminder,False,False,0.0
CMP000330,CUST00127,2024-03-20,loyalty_points,False,False,0.0
CMP000331,CUST00128,2024-03-03,sms_reminder,False,False,0.0
CMP000332,CUST00128,2024-02-09,sms_reminder,True,False,0.0
CMP000333,CUST00128,2024-04-03,personal_call,False,False,0.0
CMP000334,CUST00128,2024-04-01,email_discount,True,False,0.0
CMP000335,CUST00129,2024-06-25,push_notification,False,False,0.0
CMP000336,CUST00129,2024-05-17,sms_reminder,False,False,0.0
CMP000337,CUST00129,2024-02-18,loyalty_points,False,False,0.0
CMP000338,CUST00129,2024-03-13,sms_reminder,False,False,0.0
CMP000339,CUST00130,2024-02-18,email_discount,True,False,0.0
CMP000340,CUST00130,2024-05-23,push_notification,False,False,26.7
CMP000341,CUST00130,2024-03-05,email_discount,True,False,0.0
CMP000342,CUST00130,2024-02-03,email_discount,False,False,0.0
CMP000343,CUST00131,2024-01-27,loyalty_points,False,False,0.0
CMP000344,CUST00131,2024-06-14,email_discount,False,False,0.0
CMP000345,CUST00132,2024-06-16,email_discount,False,False,0.0
CMP000346,CUST00132,2024-01-20,push_notification,False,False,13.2
CMP000347,CUST00132,2024-05-13,email_discount,False,False,0.0
CMP000348,CUST00132,2024-03-14,sms_reminder,False,False,0.0
CMP000349,CUST00134,2024-06-27,email_discount,False,False,9.1
CMP000350,CUST00134,2024-06-07,personal_call,False,False,0.0
CMP000351,CUST00134,2024-05-02,email_discount,False,False,0.0
CMP000352,CUST00134,2024-03-28,loyalty_points,False,False,0.0
CMP000353,CUST00134,2024-02-18,loyalty_points,True,False,0.0
CMP000354,CUST00136,2024-03-06,personal_call,False,False,0.0
CMP000355,CUST00136,2024-04-03,loyalty_points,False,False,0.0
CMP000356,CUST00136,2024-05-04,personal_call,True,False,12.8
CMP000357,CUST00136,2024-01-27,push_notification,True,False,8.0
CMP000358,CUST00136,2024-05-10,push_notification,False,False,0.0
CMP000359,CUST00137,2024-01-16,loyalty_points,True,True,0.0
CMP000360,CUST00137,2024-05-20,push_notification,False,False,0.0
CMP000361,CUST00138,2024-06-20,push_notification,True,False,0.0
CMP000362,CUST00138,2024-06-26,sms_reminder,True,True,0.0
CMP000363,CUST00138,2024-02-12,sms_reminder,False,False,12.9
CMP000364,CUST00138,2024-01-25,push_notification,True,False,8.3
CMP000365,CUST00139,2024-02-22,personal_call,True,False,0.0
CMP000366,CUST00140,2024-06-19,push_notification,False,False,0.0
CMP000367,CUST00140,2024-05-19,push_notification,True,True,17.4
CMP000368,CUST00140,2024-06-21,email_discount,True,False,0.0
CMP000369,CUST00140,2024-04-26,email_discount,False,False,0.0
CMP000370,CUST00140,2024-06-09,push_notification,False,False,0.0
CMP000371,CUST00141,2024-06-20,email_discount,True,False,0.0
CMP000372,CUST00141,2024-05-28,personal_call,False,False,5.9
CMP000373,CUST00141,2024-04-18,personal_call,False,False,0.0
CMP000374,CUST00141,2024-01-11,loyalty_points,True,True,0.0
CMP000375,CUST00141,2024-05-06,email_discount,False,False,26.5
CMP000376,CUST00142,2024-03-20,sms_reminder,True,False,0.0
CMP000377,CUST00142,2024-05-15,push_notification,True,False,0.0
CMP000378,CUST00143,2024-04-25,personal_call,True,False,10.2
CMP000379,CUST00143,2024-04-04,push_notification,False,False,0.0
CMP000380,CUST00144,2024-05-13,personal_call,True,False,0.0
CMP000381,CUST00145,2024-02-16,sms_reminder,True,False,0.0
CMP000382,CUST00146,2024-02-01,push_notification,False,False,6.5
CMP000383,CUST00146,2024-06-06,email_discount,False,False,12.0
CMP000384,CUST00146,2024-03-07,push_notification,True,False,0.0
CMP000385,CUST00146,2024-01-27,email_discount,True,True,0.0
CMP000386,CUST00147,2024-02-28,loyalty_points,False,False,0.0
CMP000387,CUST00147,2024-04-01,email_discount,False,False,0.0
CMP000388,CUST00147,2024-04-20,personal_call,False,False,0.0
CMP000389,CUST00147,2024-03-24,loyalty_points,True,False,7.9
CMP000390,CUST00147,2024-02-28,loyalty_points,True,True,0.0
CMP000391,CUST00148,2024-05-14,loyalty_points,True,False,0.0
CMP000392,CUST00148,2024-02-04,loyalty_points,False,False,0.0
CMP000393,CUST00148,2024-06-01,push_notification,True,False,0.0
CMP000394,CUST00150,2024-06-10,loyalty_points,False,False,0.0
CMP000395,CUST00150,2024-01-21,personal_call,False,False,0.0
CMP000396,CUST00150,2024-06-29,email_discount,True,True,0.0
CMP000397,CUST00150,2024-05-29,loyalty_points,False,False,5.9
CMP000398,CUST00151,2024-04-26,push_notification,False,False,0.0
CMP000399,CUST00151,2024-06-08,sms_reminder,True,True,0.0
CMP000400,CUST00151,2024-06-12,sms_reminder,False,False,0.0
CMP000401,CUST00151,2024-01-07,email_discount,False,False,0.0
CMP000402,CUST00151,2024-05-25,push_notification,False,False,28.4
CMP000403,CUST00154,2024-04-11,sms_reminder,False,False,0.0
CMP000404,CUST00154,2024-05-05,personal_call,True,True,10.5
CMP000405,CUST00154,2024-03-04,personal_call,False,False,17.4
CMP000406,CUST00155,2024-01-07,sms_reminder,True,False,0.0
CMP000407,CUST00155,2024-04-12,sms_reminder,False,False,0.0
CMP000408,CUST00155,2024-01-10,loyalty_points,True,False,14.3
CMP000409,CUST00155,2024-06-15,email_discount,False,False,0.0
CMP000410,CUST00155,2024-06-24,personal_call,True,True,0.0
CMP000411,CUST00156,2024-05-12,personal_call,False,False,0.0
CMP000412,CUST00156,2024-05-30,push_notification,False,False,0.0
CMP000413,CUST00156,2024-04-08,sms_reminder,False,False,0.0
CMP000414,CUST00156,2024-02-10,push_notification,True,False,13.6
CMP000415,CUST00156,2024-01-23,push_notification,False,False,0.0
CMP000416,CUST00157,2024-06-09,personal_call,False,False,0.0
CMP000417,CUST00158,2024-03-29,push_notification,False,False,0.0
CMP000418,CUST00158,2024-03-13,personal_call,True,True,0.0
CMP000419,CUST00158,2024-03-18,push_notification,False,False,15.8
CMP000420,CUST00158,2024-03-16,personal_call,True,True,0.0
CMP000421,CUST00160,2024-03-22,email_discount,True,True,0.0
CMP000422,CUST00160,2024-02-16,sms_reminder,True,False,0.0
CMP000423,CUST00160,2024-03-24,personal_call,False,False,0.0
CMP000424,CUST00160,2024-01-28,personal_call,False,False,0.0
