event_id,customer_id,event_date,event_type,device,session_duration_sec
EVT0000147,CUST00014,2024-01-08,wishlist,tablet,638
EVT0000148,CUST00015,2024-04-08,wishlist,mobile,52
EVT0000149,CUST00015,2024-04-13,add_to_cart,tablet,164
EVT0000150,CUST00015,2023-11-24,page_view,mobile,57
EVT0000151,CUST00015,2024-04-27,add_to_cart,mobile,488
EVT0000152,CUST00015,2024-01-08,search,mobile,587
EVT0000153,CUST00015,2023-12-05,product_review,mobile,301
EVT0000154,CUST00015,2023-12-04,add_to_cart,desktop,92
EVT0000155,CUST00015,2023-12-09,search,desktop,610
EVT0000156,CUST00016,2024-04-07,wishlist,mobile,807
EVT0000157,CUST00016,2024-04-25,search,desktop,419
EVT0000158,CUST00016,2024-05-07,product_review,desktop,450
EVT0000159,CUST00016,2024-04-19,search,desktop,784
EVT0000160,CUST00016,2023-12-10,search,desktop,447
EVT0000161,CUST00016,2024-02-02,app_open,desktop,322
EVT0000162,CUST00016,2024-05-22,app_open,tablet,801
EVT0000163,CUST00016,2024-01-05,app_open,desktop,499
EVT0000164,CUST00016,2024-01-09,wishlist,mobile,414
EVT0000165,CUST00016,2024-05-19,wishlist,mobile,595
EVT0000166,CUST00017,2024-05-12,product_review,desktop,70
EVT0000167,CUST00017,2023-12-12,page_view,desktop,281
EVT0000168,CUST00018,2024-01-25,page_view,mobile,526
EVT0000169,CUST00018,2024-03-13,page_view,tablet,372
EVT0000170,CUST00018,2024-01-13,checkout,tablet,197
EVT0000171,CUST00018,2024-01-14,page_view,desktop,793
EVT0000172,CUST00018,2024-03-11,checkout,mobile,631
EVT0000173,CUST00018,2024-03-24,wishlist,desktop,861
EVT0000174,CUST00018,2023-11-29,product_review,tablet,615
EVT0000175,CUST00018,2024-01-01,product_review,desktop,495
EVT0000176,CUST00018,2024-03-11,search,tablet,789
EVT0000177,CUST00018,2024-03-15,product_review,desktop,228
EVT0000178,CUST00018,2023-12-24,add_to_cart,mobile,316
EVT0000179,CUST00018,2024-01-11,add_to_cart,tablet,193
EVT0000180,CUST00018,2024-03-19,add_to_cart,mobile,572
EVT0000181,CUST00019,2024-03-14,search,tablet,835
EVT0000182,CUST00019,2024-04-12,add_to_cart,tablet,363
EVT0000183,CUST00019,2024-03-19,product_review,mobile,252
EVT0000184,CUST00019,2024-02-07,search,mobile,424
EVT0000185,CUST00019,2024-03-27,checkout,tablet,58
EVT0000186,CUST00019,2023-12-07,app_open,tablet,328
EVT0000187,CUST00019,2024-04-23,product_review,tablet,128
EVT0000188,CUST00019,2024-02-22,wishlist,mobile,205
EVT0000189,CUST00019,2024-02-14,wishlist,mobile,219
EVT0000190,CUST00020,2023-12-22,wishlist,desktop,427
EVT0000191,CUST00020,2023-10-09,product_review,mobile,564
EVT0000192,CUST00020,2023-08-13,app_open,tablet,610
EVT0000193,CUST00020,2023-12-05,search,tablet,262
EVT0000194,CUST00020,2023-08-05,product_review,desktop,65
EVT0000195,CUST00021,2024-01-04,add_to_cart,tablet,658
EVT0000196,CUST00021,2023-10-25,add_to_cart,mobile,688
EVT0000197,CUST00021,2023-12-24,wishlist,mobile,390
EVT0000198,CUST00021,2024-02-29,app_open,desktop,596
EVT0000199,CUST00021,2024-02-20,add_to_cart,tablet,564
EVT0000200,CUST00021,2023-12-27,search,tablet,626
EVT0000201,CUST00021,2024-01-17,app_open,tablet,111
EVT0000202,CUST00021,2023-11-15,page_view,desktop,278
EVT0000203,CUST00021,2024-04-11,search,tablet,792
EVT0000204,CUST00021,2024-02-11,wishlist,tablet,523
EVT0000205,CUST00021,2024-01-18,search,desktop,90
EVT0000206,CUST00021,2023-12-11,product_review,mobile,383
EVT0000207,CUST00021,2023-12-19,add_to_cart,mobile,216
EVT0000208,CUST00021,2023-10-24,product_review,mobile,44
EVT0000209,CUST00021,2024-04-18,checkout,mobile,602
EVT0000210,CUST00021,2024-01-03,app_open,mobile,600
EVT0000211,CUST00021,2023-12-30,search,desktop,545
EVT0000212,CUST00021,2024-02-03,checkout,tablet,497
EVT0000213,CUST00021,2024-02-07,checkout,tablet,675
EVT0000214,CUST00021,2024-01-21,add_to_cart,tablet,664
EVT0000215,CUST00021,2024-03-25,wishlist,tablet,285
EVT0000216,CUST00021,2024-01-17,product_review,desktop,401
EVT0000217,CUST00021,2024-04-09,search,tablet,819
EVT0000218,CUST00021,2024-01-13,search,mobile,710
EVT0000219,CUST00021,2024-03-15,checkout,tablet,30
EVT0000220,CUST00021,2024-03-06,wishlist,mobile,723
EVT0000221,CUST00021,2023-10-28,wishlist,tablet,714
EVT0000222,CUST00021,2023-10-22,wishlist,tablet,135
EVT0000223,CUST00021,2024-03-22,product_review,tablet,93
EVT0000224,CUST00021,2024-01-16,wishlist,tablet,450
EVT0000225,CUST00021,2024-03-05,product_review,desktop,103
EVT0000226,CUST00021,2024-03-14,checkout,tablet,447
EVT0000227,CUST00022,2023-11-21,product_review,tablet,56
EVT0000228,CUST00022,2023-09-24,search,desktop,80
EVT0000229,CUST00022,2023-12-18,search,desktop,339
EVT0000230,CUST00022,2023-11-05,page_view,mobile,235
EVT0000231,CUST00022,2023-11-20,app_open,desktop,204
EVT0000232,CUST00022,2023-12-25,app_open,desktop,807
EVT0000233,CUST00022,2024-01-17,product_review,mobile,54
EVT0000234,CUST00022,2023-11-18,wishlist,desktop,900
EVT0000235,CUST00022,2024-01-10,add_to_cart,desktop,679
EVT0000236,CUST00022,2024-02-19,wishlist,mobile,335
EVT0000237,CUST00022,2024-02-21,product_review,tablet,891
EVT0000238,CUST00022,2024-01-14,checkout,mobile,383
EVT0000239,CUST00022,2024-01-29,app_open,tablet,302
EVT0000240,CUST00022,2024-01-19,app_open,mobile,74
EVT0000241,CUST00022,2023-10-04,page_view,desktop,722
EVT0000242,CUST00022,2023-11-23,search,mobile,696
EVT0000243,CUST00022,2024-02-29,search,tablet,403
EVT0000244,CUST00022,2024-01-06,product_review,mobile,795
EVT0000245,CUST00022,2024-01-20,add_to_cart,desktop,197
EVT0000246,CUST00022,2023-11-26,wishlist,tablet,484
EVT0000247,CUST00022,2023-12-26,checkout,tablet,504
EVT0000248,CUST00022,2024-02-21,checkout,desktop,696
EVT0000249,CUST00022,2023-09-29,product_review,desktop,327
EVT0000250,CUST00022,2023-12-26,add_to_cart,tablet,453
EVT0000251,CUST00022,2023-09-29,app_open,mobile,67
EVT0000252,CUST00022,2023-11-09,product_review,tablet,60
EVT0000253,CUST00022,2023-11-11,search,mobile,782
EVT0000254,CUST00022,2024-02-26,product_review,mobile,780
EVT0000255,CUST00022,2024-02-27,page_view,mobile,331
EVT0000256,CUST00022,2023-12-24,search,mobile,410
EVT0000257,CUST00023,2023-10-18,product_review,desktop,161
EVT0000258,CUST00023,2024-02-24,page_view,tablet,551
EVT0000259,CUST00023,2023-11-19,wishlist,tablet,630
EVT0000260,CUST00023,2023-10-06,page_view,mobile,316
EVT0000261,CUST00023,2024-01-16,search,mobile,876
EVT0000262,CUST00023,2024-03-08,product_review,tablet,93
EVT0000263,CUST00023,2023-11-30,add_to_cart,tablet,226
EVT0000264,CUST00023,2023-09-27,page_view,tablet,890
EVT0000265,CUST00023,2024-01-06,search,mobile,61
EVT0000266,CUST00023,2024-01-09,search,tablet,242
EVT0000267,CUST00023,2024-03-17,product_review,desktop,326
EVT0000268,CUST00023,2024-03-07,wishlist,mobile,163
EVT0000269,CUST00023,2024-03-03,page_view,desktop,71
EVT0000270,CUST00023,2023-10-02,app_open,desktop,731
EVT0000271,CUST00023,2024-01-29,page_view,mobile,849
EVT0000272,CUST00023,2023-12-23,wishlist,mobile,252
EVT0000273,CUST00023,2024-02-28,wishlist,tablet,564
EVT0000274,CUST00023,2023-11-11,checkout,tablet,354
EVT0000275,CUST00023,2024-03-12,checkout,desktop,45
EVT0000276,CUST00023,2023-12-02,checkout,desktop,693
EVT0000277,CUST00023,2024-02-21,wishlist,mobile,301
EVT0000278,CUST00024,2023-12-21,wishlist,mobile,370
EVT0000279,CUST00024,2023-11-06,page_view,tablet,389
EVT0000280,CUST00024,2024-01-18,wishlist,tablet,164
EVT0000281,CUST00024,2023-10-23,checkout,mobile,731
EVT0000282,CUST00024,2024-01-09,page_view,desktop,827
EVT0000283,CUST00024,2023-12-21,search,desktop,147
EVT0000284,CUST00024,2024-01-22,wishlist,mobile,150
EVT0000285,CUST00024,2024-01-28,product_review,desktop,208
EVT0000286,CUST00024,2023-10-20,app_open,mobile,292
EVT0000287,CUST00024,2023-12-26,app_open,desktop,661
EVT0000288,CUST00024,2023-12-30,wishlist,mobile,66
EVT0000289,CUST00024,2023-11-09,page_view,tablet,461
EVT0000290,CUST00024,2023-11-26,page_view,tablet,290
EVT0000291,CUST00024,2023-08-23,app_open,desktop,221
EVT0000292,CUST00024,2023-11-28,wishlist,mobile,154
EVT0000293,CUST00024,2023-08-23,page_view,desktop,234
EVT0000294,CUST00024,2023-10-13,page_view,mobile,179
EVT0000295,CUST00024,2024-02-16,checkout,mobile,359
EVT0000296,CUST00024,2024-02-09,search,tablet,343
EVT0000297,CUST00024,2023-11-27,app_open,tablet,795
EVT0000298,CUST00024,2024-01-03,wishlist,mobile,591
EVT0000299,CUST00024,2023-10-08,checkout,tablet,840
EVT0000300,CUST00024,2024-02-09,product_review,tablet,468
EVT0000301,CUST00024,2023-08-29,search,mobile,355
EVT0000302,CUST00024,2023-12-21,app_open,mobile,447
EVT0000303,CUST00024,2024-02-08,page_view,tablet,45
EVT0000304,CUST00025,2023-08-18,search,tablet,273
EVT0000305,CUST00025,2024-01-13,app_open,tablet,130
EVT0000306,CUST00025,2023-08-05,app_open,desktop,821
EVT0000307,CUST00025,2024-01-17,page_view,tablet,655
EVT0000308,CUST00025,2023-08-11,search,mobile,198
EVT0000309,CUST00025,2023-08-26,checkout,tablet,143
EVT0000310,CUST00025,2023-09-04,add_to_cart,tablet,747
EVT0000311,CUST00026,2023-12-01,search,tablet,488
EVT0000312,CUST00026,2023-10-31,product_review,mobile,373
EVT0000313,CUST00026,2023-08-19,app_open,desktop,667
EVT0000314,CUST00026,2023-12-10,app_open,desktop,301
EVT0000315,CUST00026,2023-08-08,add_to_cart,desktop,754
EVT0000316,CUST00026,2023-10-25,app_open,mobile,182
EVT0000317,CUST00026,2023-10-06,checkout,desktop,690
EVT0000318,CUST00027,2024-01-15,add_to_cart,tablet,756
EVT0000319,CUST00027,2024-01-27,product_review,tablet,433
EVT0000320,CUST00027,2024-01-26,wishlist,tablet,94
EVT0000321,CUST00027,2024-04-25,page_view,desktop,101
EVT0000322,CUST00028,2023-11-03,search,tablet,777
EVT0000323,CUST00028,2023-11-12,product_review,desktop,181
EVT0000324,CUST00028,2023-10-08,add_to_cart,mobile,783
EVT0000325,CUST00028,2023-08-29,checkout,desktop,539
EVT0000326,CUST00028,2023-07-11,search,mobile,709
EVT0000327,CUST00028,2023-09-09,checkout,desktop,549
EVT0000328,CUST00028,2023-11-29,page_view,desktop,33
EVT0000329,CUST00028,2023-08-08,product_review,mobile,287
EVT0000330,CUST00028,2023-12-03,search,tablet,841
EVT0000331,CUST00029,2023-11-23,wishlist,mobile,763
EVT0000332,CUST00029,2023-11-08,app_open,mobile,225
EVT0000333,CUST00029,2024-04-09,wishlist,desktop,620
EVT0000334,CUST00029,2024-03-19,page_view,tablet,214
EVT0000335,CUST00029,2023-11-14,add_to_cart,desktop,424
EVT0000336,CUST00029,2024-04-12,app_open,tablet,426
EVT0000337,CUST00029,2023-11-21,add_to_cart,mobile,114
EVT0000338,CUST00029,2024-01-10,app_open,mobile,633
EVT0000339,CUST00029,2024-02-10,product_review,mobile,725
EVT0000340,CUST00029,2024-03-29,checkout,tablet,892
EVT0000341,CUST00029,2024-01-22,page_view,tablet,605
EVT0000342,CUST00030,2023-10-16,checkout,mobile,119
EVT0000343,CUST00030,2024-03-09,search,desktop,31
EVT0000344,CUST00030,2023-09-24,add_to_cart,tablet,57
EVT0000345,CUST00030,2023-10-21,add_to_cart,tablet,700
EVT0000346,CUST00030,2023-09-25,checkout,desktop,525
EVT0000347,CUST00030,2024-01-19,app_open,desktop,51
EVT0000348,CUST00030,2023-10-31,checkout,mobile,853
EVT0000349,CUST00030,2024-01-22,add_to_cart,tablet,639
EVT0000350,CUST00031,2023-10-20,page_view,desktop,430
EVT0000351,CUST00031,2023-07-21,checkout,tablet,535
EVT0000352,CUST00031,2023-09-29,page_view,tablet,378
EVT0000353,CUST00031,2023-10-18,page_view,tablet,691
EVT0000354,CUST00031,2024-01-10,product_review,mobile,377
EVT0000355,CUST00031,2024-01-04,product_review,tablet,84
EVT0000356,CUST00031,2023-08-29,add_to_cart,mobile,456
EVT0000357,CUST00031,2023-08-09,search,mobile,399
EVT0000358,CUST00031,2024-01-04,product_review,tablet,634
EVT0000359,CUST00031,2023-09-09,app_open,mobile,389
EVT0000360,CUST00031,2023-10-14,checkout,desktop,349
EVT0000361,CUST00032,2024-01-13,search,tablet,324
EVT0000362,CUST00032,2024-05-24,app_open,mobile,297
EVT0000363,CUST00032,2024-04-17,checkout,mobile,431
EVT0000364,CUST00033,2024-03-14,page_view,tablet,214
EVT0000365,CUST00033,2024-01-17,product_review,tablet,654
EVT0000366,CUST00033,2024-06-07,checkout,desktop,124
EVT0000367,CUST00033,2024-01-21,page_view,tablet,546
EVT0000368,CUST00033,2024-05-20,product_review,desktop,655
EVT0000369,CUST00034,2023-12-22,checkout,desktop,564
EVT0000370,CUST00034,2023-12-08,search,mobile,272
EVT0000371,CUST00034,2024-01-10,app_open,mobile,490
EVT0000372,CUST00034,2023-10-23,wishlist,tablet,883
EVT0000373,CUST00034,2023-08-19,page_view,mobile,815
EVT0000374,CUST00034,2023-10-14,checkout,desktop,370
EVT0000375,CUST00034,2023-11-10,page_view,tablet,713
EVT0000376,CUST00035,2024-04-09,add_to_cart,desktop,377
EVT0000377,CUST00035,2024-01-07,app_open,mobile,785
EVT0000378,CUST00035,2024-05-24,wishlist,desktop,392
EVT0000379,CUST00035,2024-01-06,product_review,mobile,211
EVT0000380,CUST00035,2024-01-13,wishlist,mobile,763
EVT0000381,CUST00035,2024-02-03,add_to_cart,tablet,433
EVT0000382,CUST00036,2024-05-01,search,mobile,248
EVT0000383,CUST00036,2024-03-04,checkout,desktop,598
EVT0000384,CUST00036,2024-03-03,checkout,desktop,435
EVT0000385,CUST00036,2024-02-21,wishlist,mobile,820
EVT0000386,CUST00036,2024-03-29,page_view,desktop,284
EVT0000387,CUST00036,2024-04-15,product_review,tablet,535
EVT0000388,CUST00037,2024-02-27,search,mobile,538
EVT0000389,CUST00037,2024-04-18,search,mobile,204
EVT0000390,CUST00037,2024-04-04,checkout,tablet,75
EVT0000391,CUST00037,2024-04-12,add_to_cart,desktop,582
EVT0000392,CUST00037,2024-03-27,app_open,mobile,148
EVT0000393,CUST00037,2024-04-18,add_to_cart,tablet,176
EVT0000394,CUST00037,2024-04-17,search,mobile,897
EVT0000395,CUST00038,2024-02-24,page_view,desktop,39
EVT0000396,CUST00038,2023-11-29,product_review,tablet,55
EVT0000397,CUST00038,2023-12-04,checkout,desktop,530
EVT0000398,CUST00038,2023-11-01,search,tablet,855
EVT0000399,CUST00038,2024-01-30,page_view,desktop,438
EVT0000400,CUST00038,2024-04-08,search,mobile,540
EVT0000401,CUST00038,2024-01-19,wishlist,desktop,302
EVT0000402,CUST00038,2023-11-28,page_view,desktop,258
EVT0000403,CUST00038,2023-11-30,wishlist,tablet,717
EVT0000404,CUST00038,2023-11-01,checkout,tablet,106
EVT0000405,CUST00038,2024-01-09,product_review,mobile,158
EVT0000406,CUST00038,2023-11-05,add_to_cart,desktop,736
EVT0000407,CUST00038,2024-01-07,add_to_cart,desktop,137
EVT0000408,CUST00038,2024-04-25,wishlist,desktop,829
EVT0000409,CUST00038,2023-11-16,app_open,mobile,203
EVT0000410,CUST00038,2024-01-23,page_view,tablet,899
EVT0000411,CUST00038,2024-03-14,search,tablet,339
EVT0000412,CUST00039,2023-12-16,product_review,desktop,628
EVT0000413,CUST00039,2024-02-09,page_view,tablet,573
EVT0000414,CUST00039,2023-10-18,wishlist,desktop,583
EVT0000415,CUST00039,2023-11-08,app_open,desktop,286
EVT0000416,CUST00039,2023-10-09,search,mobile,900
EVT0000417,CUST00040,2023-11-22,search,desktop,311
EVT0000418,CUST00040,2024-02-11,add_to_cart,tablet,94
EVT0000419,CUST00040,2023-12-27,page_view,mobile,268
EVT0000420,CUST00040,2023-12-25,wishlist,tablet,481
EVT0000421,CUST00040,2024-01-27,page_view,tablet,341
EVT0000422,CUST00040,2024-02-24,wishlist,mobile,779
EVT0000423,CUST00040,2024-03-15,product_review,tablet,816
EVT0000424,CUST00040,2024-01-20,add_to_cart,desktop,819
EVT0000425,CUST00040,2023-11-29,product_review,mobile,665
EVT0000426,CUST00040,2024-04-26,search,desktop,478
EVT0000427,CUST00041,2024-02-07,app_open,tablet,509
EVT0000428,CUST00041,2023-11-02,wishlist,desktop,431
EVT0000429,CUST00041,2024-02-09,page_view,tablet,762
EVT0000430,CUST00041,2024-02-09,product_review,desktop,214
EVT0000431,CUST00041,2023-11-10,page_view,mobile,192
EVT0000432,CUST00041,2024-01-22,search,mobile,687
EVT0000433,CUST00041,2023-12-02,search,desktop,190
EVT0000434,CUST00041,2024-02-13,wishlist,desktop,771
EVT0000435,CUST00041,2023-10-19,page_view,desktop,101
EVT0000436,CUST00041,2024-02-24,page_view,desktop,533
EVT0000437,CUST00042,2024-03-17,app_open,tablet,653
EVT0000438,CUST00042,2023-12-05,page_view,mobile,50
EVT0000439,CUST00043,2023-12-07,app_open,desktop,547
EVT0000440,CUST00043,2023-10-18,checkout,tablet,723
EVT0000441,CUST00043,2024-02-14,product_review,desktop,162
EVT0000442,CUST00043,2023-12-22,app_open,desktop,399
EVT0000443,CUST00043,2023-11-05,add_to_cart,tablet,253
EVT0000444,CUST00043,2023-11-04,app_open,desktop,286
EVT0000445,CUST00043,2023-09-28,product_review,mobile,673
EVT0000446,CUST00043,2023-10-09,wishlist,tablet,331
EVT0000447,CUST00043,2023-10-17,wishlist,mobile,735
EVT0000448,CUST00043,2024-01-26,search,tablet,438
EVT0000449,CUST00043,2024-02-05,search,mobile,794
EVT0000450,CUST00043,2024-01-21,checkout,desktop,647
EVT0000451,CUST00043,2024-03-20,search,mobile,293
EVT0000452,CUST00043,2024-01-10,search,tablet,430
EVT0000453,CUST00043,2024-03-14,add_to_cart,tablet,758
EVT0000454,CUST00043,2023-12-13,app_open,desktop,260
EVT0000455,CUST00043,2024-02-08,product_review,tablet,756
EVT0000456,CUST00043,2024-01-28,app_open,mobile,382
EVT0000457,CUST00043,2023-10-08,add_to_cart,mobile,520
EVT0000458,CUST00043,2024-03-21,checkout,tablet,847
EVT0000459,CUST00043,2024-02-28,search,mobile,845
EVT0000460,CUST00043,2024-01-11,product_review,tablet,742
EVT0000461,CUST00043,2023-11-19,search,desktop,53
