customer_id,snapshot_date,recency_days,frequency,monetary_value,avg_order_value,return_rate,discount_usage_rate,categories_bought,ticket_count,unresolved_tickets,avg_satisfaction,total_sessions,days_since_last_session,campaign_count,campaign_open_rate,campaign_conversion_rate,membership_tier,age,tenure_days
CUST00054,2024-06-30,207,1,53.28,53.28,0.0,1.0,1,1,0,1.0,11,179,5,0.8,0.2,Silver,58.0,210
CUST00055,2024-06-30,127,3,291.72,97.24,0.0,0.667,2,3,0,3.0,7,179,5,0.4,0.0,Bronze,50.0,890
CUST00056,2024-06-30,144,4,613.35,153.34,0.0,0.0,2,1,1,,8,107,5,0.6,0.2,Bronze,21.0,646
CUST00057,2024-06-30,42,6,673.67,112.28,0.167,0.5,5,2,0,5.0,19,200,3,0.333,0.0,Gold,59.0,641
CUST00058,2024-06-30,56,6,776.22,129.37,0.167,0.333,4,2,0,3.5,8,193,1,1.0,0.0,Silver,24.0,631
CUST00059,2024-06-30,150,3,1058.16,352.72,0.333,0.333,3,1,0,1.0,12,81,2,0.5,0.0,Silver,39.0,841
CUST00060,2024-06-30,91,5,931.3,186.26,0.0,0.6,4,0,0,,14,184,5,0.2,0.0,Silver,50.0,473
CUST00061,2024-06-30,56,7,920.19,131.46,0.143,0.286,4,1,0,3.0,11,160,3,0.667,0.0,Gold,34.0,361
CUST00062,2024-06-30,197,1,85.23,85.23,0.0,1.0,1,0,0,,3,161,1,1.0,0.0,Bronze,41.0,532
CUST00063,2024-06-30,2,6,528.64,88.11,0.0,0.5,4,1,0,3.0,8,15,3,0.333,0.0,Silver,51.0,108
CUST00064,2024-06-30,9,11,1487.31,135.21,0.182,0.727,5,0,0,,27,84,5,0.6,0.2,Platinum,45.0,614
CUST00065,2024-06-30,109,2,320.03,160.02,0.0,0.5,2,0,0,,17,178,1,0.0,0.0,Silver,60.0,717
CUST00066,2024-06-30,116,1,131.15,131.15,0.0,0.0,1,0,0,,3,149,2,0.5,0.5,Silver,58.0,425
CUST00067,2024-06-30,121,2,124.11,62.05,0.5,0.5,2,0,0,,5,40,2,0.0,0.0,Silver,56.0,637
CUST00068,2024-06-30,78,6,374.62,62.44,0.0,0.333,3,0,0,,11,174,3,0.0,0.0,Silver,39.0,886
CUST00069,2024-06-30,36,3,366.62,122.21,0.0,0.0,3,1,0,5.0,7,213,3,0.333,0.333,Silver,34.0,132
CUST00070,2024-06-30,88,2,275.96,137.98,0.0,0.0,2,1,1,,3,242,1,0.0,0.0,Bronze,51.0,431
CUST00071,2024-06-30,204,2,148.26,74.13,0.5,1.0,2,1,0,2.0,8,178,5,0.0,0.0,Bronze,23.0,253
CUST00072,2024-06-30,8,9,1145.24,127.25,0.111,0.444,5,0,0,,25,20,3,0.0,0.0,Gold,,547
CUST00073,2024-06-30,135,2,234.87,117.44,0.0,0.5,2,2,0,2.5,7,36,1,0.0,0.0,Bronze,23.0,663
CUST00074,2024-06-30,53,3,146.7,48.9,0.333,0.667,2,0,0,,8,124,3,0.333,0.0,Silver,51.0,265
CUST00075,2024-06-30,68,3,398.37,132.79,0.0,0.667,3,1,1,,7,165,4,0.25,0.0,Bronze,18.0,456
CUST00076,2024-06-30,10,7,1057.48,151.07,0.143,0.429,5,1,0,3.0,8,121,5,0.2,0.0,Silver,27.0,145
CUST00077,2024-06-30,51,2,179.31,89.66,0.5,0.5,2,0,0,,5,137,2,0.0,0.0,Bronze,38.0,192
CUST00078,2024-06-30,18,3,214.05,71.35,0.333,0.667,2,0,0,,4,301,5,0.4,0.0,Bronze,22.0,255
CUST00079,2024-06-30,31,15,1622.37,108.16,0.067,0.533,4,2,1,5.0,32,121,1,0.0,0.0,Platinum,19.0,259
CUST00080,2024-06-30,55,7,694.87,99.27,0.143,0.714,5,2,0,4.0,27,11,0,0.0,0.0,Gold,39.0,211
CUST00081,2024-06-30,101,4,405.63,101.41,0.0,0.0,3,2,0,5.0,10,122,5,0.6,0.2,Silver,19.0,278
CUST00082,2024-06-30,159,3,252.58,84.19,0.0,0.333,2,1,0,2.0,11,33,3,0.667,0.0,Silver,27.0,347
CUST00083,2024-06-30,83,5,1337.96,267.59,0.2,0.4,3,1,0,4.0,13,176,2,0.0,0.0,Silver,51.0,239
CUST00084,2024-06-30,19,13,1470.79,113.14,0.077,0.462,5,0,0,,11,159,5,0.2,0.2,Silver,33.0,685
CUST00085,2024-06-30,207,4,418.72,104.68,0.0,0.75,3,1,0,4.0,10,224,5,0.6,0.0,Silver,56.0,421
CUST00086,2024-06-30,295,4,205.06,51.26,0.25,0.25,2,0,0,,9,214,0,0.0,0.0,Bronze,39.0,886
CUST00087,2024-06-30,49,4,488.79,122.2,0.0,0.25,2,1,1,,9,156,4,0.25,0.0,Silver,29.0,125
CUST00088,2024-06-30,271,7,682.16,97.45,0.0,0.429,5,2,2,,14,90,1,1.0,1.0,Gold,41.0,887
CUST00089,2024-06-30,68,11,985.69,82.14,0.083,0.333,5,1,0,4.0,27,134,0,0.0,0.0,Platinum,64.0,785
CUST00090,2024-06-30,25,2,82.61,41.3,0.0,1.0,2,1,0,3.0,3,147,1,0.0,0.0,Bronze,57.0,115
CUST00091,2024-06-30,132,3,386.88,128.96,0.0,0.333,1,1,0,5.0,9,111,0,0.0,0.0,Silver,55.0,444
CUST00092,2024-06-30,63,2,70.9,35.45,0.0,0.5,1,0,0,,5,107,5,0.6,0.2,Silver,27.0,423
CUST00093,2024-06-30,372,2,173.34,86.67,0.0,0.5,2,1,0,2.0,8,194,1,1.0,1.0,Silver,,725
CUST00094,2024-06-30,619,1,50.85,50.85,0.0,1.0,1,2,1,4.0,6,200,1,1.0,0.0,Bronze,49.0,662
CUST00095,2024-06-30,202,2,429.43,214.72,0.0,0.5,2,0,0,,10,111,1,1.0,1.0,Silver,24.0,873
CUST00096,2024-06-30,419,3,577.41,192.47,0.0,0.333,1,0,0,,6,32,2,0.5,0.5,Bronze,38.0,530
CUST00097,2024-06-30,145,4,514.97,128.74,0.0,0.25,4,2,0,2.5,3,119,5,0.6,0.0,Bronze,37.0,633
CUST00098,2024-06-30,146,6,871.71,145.28,0.167,0.333,4,0,0,,13,65,1,0.0,0.0,Silver,43.0,611
CUST00099,2024-06-30,113,3,606.67,202.22,0.0,0.667,3,1,1,,14,180,4,0.5,0.25,Silver,21.0,162
CUST00100,2024-06-30,293,3,408.96,136.32,0.667,0.333,3,1,0,2.0,9,50,0,0.0,0.0,Silver,63.0,820
CUST00101,2024-06-30,49,9,983.09,109.23,0.222,0.222,4,1,0,4.0,24,191,4,0.75,0.0,Platinum,39.0,678
CUST00102,2024-06-30,240,1,71.3,71.3,0.0,0.0,1,1,0,4.0,8,138,2,0.5,0.0,Bronze,32.0,343
CUST00103,2024-06-30,196,1,73.5,73.5,0.0,1.0,1,0,0,,5,124,2,1.0,0.5,Bronze,57.0,728
CUST00104,2024-06-30,227,1,53.12,53.12,0.0,0.0,1,1,0,5.0,12,208,0,0.0,0.0,Silver,38.0,250
CUST00105,2024-06-30,235,1,202.18,202.18,0.0,1.0,1,0,0,,5,220,0,0.0,0.0,Bronze,,467
CUST00106,2024-06-30,16,2,101.13,50.56,0.0,0.5,1,0,0,,6,105,2,0.5,0.0,Bronze,39.0,75
CUST00107,2024-06-30,773,1,118.11,118.11,0.0,1.0,1,0,0,,2,78,5,0.6,0.2,Bronze,45.0,819
CUST00108,2024-06-30,117,3,398.46,132.82,0.0,0.333,2,0,0,,9,103,3,0.333,0.333,Bronze,31.0,221
CUST00109,2024-06-30,34,11,1576.36,143.31,0.091,0.364,4,1,0,2.0,19,125,3,0.667,0.0,Gold,44.0,549
CUST00110,2024-06-30,88,4,667.06,166.76,0.0,0.5,3,1,1,,4,105,4,0.5,0.0,Bronze,58.0,408
CUST00111,2024-06-30,432,4,265.41,66.35,0.0,0.25,4,2,0,1.0,7,145,4,0.25,0.0,Silver,57.0,817
CUST00112,2024-06-30,661,1,61.85,61.85,0.0,0.0,1,0,0,,9,31,2,0.0,0.0,Bronze,45.0,720
CUST00113,2024-06-30,63,7,727.0,103.86,0.286,0.286,3,0,0,,15,172,4,0.5,0.0,Silver,43.0,363
CUST00114,2024-06-30,18,1,173.77,173.77,0.0,0.0,1,0,0,,9,144,2,0.5,0.0,Bronze,19.0,68
CUST00115,2024-06-30,128,6,559.6,93.27,0.0,0.5,3,1,0,4.0,13,19,0,0.0,0.0,Silver,42.0,322
CUST00116,2024-06-30,183,6,429.24,71.54,0.0,0.667,5,1,0,2.0,13,21,5,0.4,0.2,Silver,20.0,719
CUST00117,2024-06-30,23,4,714.48,178.62,0.5,0.5,3,0,0,,6,178,3,1.0,1.0,Bronze,25.0,191
CUST00118,2024-06-30,4,5,669.47,133.89,0.0,0.8,3,4,2,2.5,7,142,3,0.667,0.0,Silver,61.0,360
CUST00119,2024-06-30,90,2,109.94,54.97,0.0,0.5,2,0,0,,6,46,3,0.333,0.0,Bronze,50.0,133
CUST00120,2024-06-30,51,3,693.15,231.05,0.333,0.333,2,0,0,,19,116,5,0.6,0.0,Silver,59.0,190
CUST00121,2024-06-30,616,1,55.48,55.48,0.0,0.0,1,0,0,,7,110,2,1.0,0.0,Bronze,52.0,828
CUST00122,2024-06-30,55,6,657.38,109.56,0.167,0.833,5,1,0,3.0,15,136,4,0.75,0.0,Gold,23.0,664
CUST00123,2024-06-30,9,1,136.46,136.46,1.0,0.0,1,0,0,,6,28,5,0.6,0.0,Bronze,56.0,83
CUST00124,2024-06-30,32,4,233.61,58.4,0.25,0.5,4,0,0,,12,38,5,0.4,0.2,Silver,40.0,63
CUST00125,2024-06-30,5,5,550.24,91.71,0.5,0.333,4,1,0,2.0,6,113,5,0.0,0.0,Bronze,42.0,271
CUST00126,2024-06-30,16,2,300.97,150.48,0.0,0.5,2,1,0,3.0,5,169,1,0.0,0.0,Bronze,60.0,142
CUST00127,2024-06-30,127,5,367.73,73.55,0.0,0.6,3,2,1,4.0,10,59,3,0.0,0.0,Silver,36.0,347
CUST00128,2024-06-30,0,8,789.53,98.69,0.0,0.125,5,0,0,,11,166,4,0.5,0.0,Gold,22.0,52
CUST00129,2024-06-30,97,1,60.1,60.1,0.0,0.0,1,1,1,,8,185,4,0.0,0.0,Bronze,28.0,587
CUST00130,2024-06-30,38,4,686.97,171.74,0.5,0.5,3,3,3,,1,76,4,0.5,0.0,Bronze,29.0,853
CUST00131,2024-06-30,145,1,55.58,55.58,0.0,0.0,1,0,0,,11,81,2,0.0,0.0,Bronze,27.0,676
CUST00132,2024-06-30,33,3,574.11,191.37,0.333,0.667,3,2,0,2.5,6,90,4,0.0,0.0,Bronze,25.0,147
CUST00133,2024-06-30,243,2,154.8,77.4,0.0,1.0,2,2,0,4.0,8,170,0,0.0,0.0,Bronze,41.0,730
CUST00134,2024-06-30,199,4,548.91,137.23,0.25,0.5,3,1,0,2.0,8,167,5,0.2,0.0,Silver,45.0,672
CUST00135,2024-06-30,132,2,557.03,278.52,0.0,1.0,2,0,0,,2,148,0,0.0,0.0,Bronze,58.0,241
CUST00136,2024-06-30,152,1,74.21,74.21,0.0,1.0,1,0,0,,5,109,5,0.4,0.0,Bronze,53.0,447
CUST00137,2024-06-30,7,4,448.16,112.04,0.0,0.0,2,2,0,3.0,15,69,2,0.5,0.5,Silver,54.0,142
CUST00138,2024-06-30,63,1,227.0,227.0,0.0,0.0,1,1,1,,5,85,4,0.75,0.25,Bronze,38.0,73
CUST00139,2024-06-30,79,1,103.44,103.44,0.0,1.0,1,2,2,,4,92,1,1.0,0.0,Bronze,25.0,157
CUST00140,2024-06-30,45,3,335.69,111.9,0.0,0.333,2,4,0,3.0,9,61,5,0.4,0.2,Bronze,26.0,187
CUST00141,2024-06-30,180,3,168.45,56.15,0.333,0.333,2,2,1,1.0,5,103,5,0.4,0.2,Silver,64.0,814
CUST00142,2024-06-30,356,2,60.3,30.15,0.0,1.0,2,1,0,2.0,6,100,2,1.0,0.0,Bronze,,856
CUST00143,2024-06-30,134,6,700.59,116.76,0.333,0.333,4,0,0,,12,141,2,0.5,0.0,Silver,63.0,423
CUST00144,2024-06-30,191,2,275.23,137.62,0.0,1.0,2,0,0,,4,174,1,1.0,0.0,Bronze,57.0,896
CUST00145,2024-06-30,33,9,867.76,96.42,0.0,0.444,4,1,0,5.0,8,203,1,1.0,0.0,Silver,35.0,881
CUST00146,2024-06-30,76,1,238.93,238.93,0.0,0.0,1,2,0,4.0,5,169,4,0.5,0.25,Bronze,59.0,541
CUST00147,2024-06-30,31,5,630.07,126.01,0.0,0.0,3,1,0,4.0,16,140,5,0.4,0.2,Silver,37.0,74
CUST00148,2024-06-30,5,9,1065.03,118.34,0.111,0.222,4,0,0,,15,163,3,0.667,0.0,Gold,23.0,137
CUST00149,2024-06-30,28,4,760.59,190.15,0.75,0.5,3,2,0,2.5,8,106,0,0.0,0.0,Silver,29.0,248
CUST00150,2024-06-30,293,1,126.81,126.81,0.0,0.0,1,1,0,2.0,4,53,4,0.25,0.25,Bronze,19.0,472
CUST00151,2024-06-30,438,2,257.08,128.54,0.0,0.0,2,1,1,,5,193,5,0.2,0.2,Bronze,24.0,859
CUST00152,2024-06-30,43,2,110.28,55.14,0.0,0.0,2,2,0,1.5,5,90,0,0.0,0.0,Bronze,33.0,344
CUST00153,2024-06-30,134,2,132.79,66.4,0.0,0.0,2,3,1,4.0,1,214,0,0.0,0.0,Bronze,20.0,206
CUST00154,2024-06-30,106,2,91.72,45.86,0.0,0.0,2,0,0,,4,196,3,0.333,0.333,Bronze,62.0,257
CUST00155,2024-06-30,33,6,644.84,107.47,0.333,0.5,4,1,1,,19,204,5,0.6,0.2,Gold,20.0,732
CUST00156,2024-06-30,58,2,274.88,137.44,0.0,0.5,2,1,0,1.0,5,192,5,0.2,0.0,Bronze,44.0,701
CUST00157,2024-06-30,22,5,288.81,57.76,0.2,0.8,3,1,1,,11,83,1,0.0,0.0,Silver,,296
CUST00158,2024-06-30,110,6,511.22,85.2,0.0,0.333,5,1,0,2.0,14,138,4,0.5,0.5,Silver,57.0,899
CUST00159,2024-06-30,177,2,152.46,76.23,0.0,0.5,1,0,0,,9,126,0,0.0,0.0,Silver,55.0,867
CUST00160,2024-06-30,222,2,174.45,87.22,0.0,1.0,2,0,0,,4,58,5,0.4,0.2,Bronze,50.0,408
CUST00161,2024-06-30,4,4,348.98,87.24,0.5,0.25,4,0,0,,17,198,3,1.0,0.0,Gold,45.0,518
CUST00162,2024-06-30,413,1,44.43,44.43,1.0,1.0,1,1,0,2.0,3,177,3,0.0,0.0,Bronze,18.0,731
CUST00163,2024-06-30,139,2,128.64,64.32,0.0,0.5,1,0,0,,8,64,4,0.75,0.0,Silver,25.0,716
CUST00164,2024-06-30,16,8,527.0,65.88,0.125,0.5,3,2,0,3.0,23,165,5,0.6,0.2,Gold,54.0,319
CUST00165,2024-06-30,28,2,227.18,113.59,0.0,0.5,1,1,0,4.0,4,141,2,0.0,0.0,Silver,49.0,386
CUST00166,2024-06-30,408,2,332.04,166.02,0.0,1.0,2,2,0,4.0,9,43,0,0.0,0.0,Silver,60.0,686
CUST00167,2024-06-30,650,1,33.31,33.31,0.0,0.0,1,1,1,,6,17,4,0.25,0.0,Bronze,54.0,773
CUST00168,2024-06-30,22,2,283.95,141.98,0.5,0.5,1,1,0,3.0,2,144,0,0.0,0.0,Bronze,21.0,233
CUST00169,2024-06-30,29,2,267.79,133.89,0.0,0.5,1,0,0,,6,183,0,0.0,0.0,Silver,47.0,242
CUST00170,2024-06-30,550,1,114.76,114.76,0.0,0.0,1,2,0,3.5,2,116,3,0.333,0.0,Bronze,23.0,581
CUST00171,2024-06-30,50,8,1292.33,161.54,0.25,0.375,4,0,0,,15,52,0,0.0,0.0,Gold,63.0,816
CUST00172,2024-06-30,171,1,58.11,58.11,0.0,1.0,1,0,0,,4,118,0,0.0,0.0,Bronze,36.0,352
CUST00173,2024-06-30,113,3,247.21,82.4,0.333,0.667,2,0,0,,5,180,0,0.0,0.0,Bronze,49.0,623
CUST00174,2024-06-30,49,2,125.64,62.82,0.0,0.0,2,0,0,,4,166,2,0.5,0.5,Bronze,26.0,210
CUST00175,2024-06-30,32,1,224.41,224.41,0.0,1.0,1,0,0,,2,237,3,0.667,0.333,Bronze,,528
CUST00176,2024-06-30,108,3,480.4,160.13,0.333,0.667,3,0,0,,13,70,2,0.5,0.0,Silver,28.0,349
CUST00177,2024-06-30,15,5,368.17,73.63,0.0,0.4,4,0,0,,15,112,5,0.4,0.0,Silver,63.0,112
CUST00178,2024-06-30,55,5,681.09,136.22,0.2,0.6,3,3,0,3.0,14,143,3,0.333,0.333,Silver,33.0,332
CUST00179,2024-06-30,42,9,1090.45,121.16,0.111,0.444,3,0,0,,18,100,0,0.0,0.0,Gold,18.0,291
CUST00180,2024-06-30,147,11,1641.87,149.26,0.182,0.182,5,1,1,,20,153,3,0.333,0.333,Gold,62.0,813
CUST00181,2024-06-30,49,8,1228.96,153.62,0.125,0.625,4,1,0,4.0,14,174,0,0.0,0.0,Gold,38.0,229
CUST00182,2024-06-30,19,1,45.27,45.27,0.0,0.0,1,1,0,2.0,3,168,3,0.667,0.0,Bronze,47.0,269
CUST00183,2024-06-30,144,3,291.96,97.32,0.0,1.0,3,2,1,4.0,8,82,3,0.0,0.0,Silver,,721
CUST00184,2024-06-30,28,2,221.66,110.83,0.0,0.5,1,2,0,3.0,5,106,0,0.0,0.0,Bronze,51.0,712
CUST00185,2024-06-30,110,1,103.65,103.65,0.0,0.0,1,3,0,2.0,7,84,3,0.333,0.0,Bronze,21.0,324
CUST00186,2024-06-30,12,2,369.54,184.77,0.5,0.0,2,1,0,3.0,13,64,4,0.25,0.0,Silver,45.0,541
CUST00187,2024-06-30,502,2,195.36,97.68,0.0,0.5,2,2,0,1.5,12,90,3,1.0,0.0,Bronze,55.0,718
CUST00188,2024-06-30,385,1,194.8,194.8,0.0,0.0,1,1,0,1.0,7,56,4,0.5,0.25,Bronze,48.0,425
CUST00189,2024-06-30,169,2,103.98,51.99,0.0,1.0,2,1,0,1.0,7,27,5,0.4,0.2,Bronze,44.0,778
CUST00190,2024-06-30,17,5,439.31,87.86,0.2,0.2,4,2,2,,4,53,0,0.0,0.0,Bronze,22.0,167
CUST00191,2024-06-30,105,6,601.22,100.2,0.167,0.333,4,2,0,4.5,20,43,1,1.0,1.0,Gold,42.0,868
CUST00192,2024-06-30,577,2,62.38,31.19,0.0,0.5,2,1,0,2.0,3,140,0,0.0,0.0,Bronze,20.0,852
CUST00193,2024-06-30,26,2,371.04,185.52,0.0,0.5,2,1,0,4.0,2,190,3,1.0,0.333,Bronze,50.0,158
CUST00194,2024-06-30,6,3,189.62,63.21,0.0,1.0,3,1,0,3.0,9,150,5,0.0,0.0,Silver,21.0,78
CUST00195,2024-06-30,425,1,140.57,140.57,0.0,1.0,1,1,1,,2,127,0,0.0,0.0,Bronze,42.0,705
CUST00196,2024-06-30,121,8,837.96,104.74,0.0,0.5,4,0,0,,20,101,1,0.0,0.0,Gold,37.0,818
CUST00197,2024-06-30,106,3,576.47,192.16,0.333,0.333,3,1,1,,3,196,2,0.0,0.0,Bronze,51.0,322
CUST00198,2024-06-30,49,4,599.76,149.94,0.0,0.5,3,0,0,,10,123,2,0.5,0.0,Silver,43.0,657
CUST00199,2024-06-30,56,2,79.35,39.67,0.0,0.0,2,1,0,3.0,6,81,1,0.0,0.0,Silver,22.0,565
CUST00200,2024-06-30,45,15,1762.99,117.53,0.0,0.467,5,2,1,3.0,41,138,5,0.4,0.2,Platinum,52.0,340
CUST00201,2024-06-30,20,11,1204.03,109.46,0.091,0.545,4,2,0,3.0,4,149,5,0.6,0.0,Silver,45.0,566
CUST00202,2024-06-30,30,2,145.18,72.59,0.0,0.5,2,1,0,1.0,29,69,3,0.333,0.0,Gold,,668
CUST00203,2024-06-30,48,5,745.46,149.09,0.0,0.2,4,1,0,4.0,3,98,3,0.333,0.0,Bronze,26.0,263
CUST00204,2024-06-30,147,3,273.81,91.27,0.0,0.333,3,3,2,3.0,6,181,4,0.75,0.25,Bronze,55.0,238
CUST00205,2024-06-30,73,4,342.9,85.72,0.25,0.5,3,2,0,4.0,5,181,4,0.5,0.0,Bronze,23.0,634
CUST00206,2024-06-30,14,4,696.06,174.02,0.25,0.5,3,1,0,5.0,17,19,5,0.4,0.0,Gold,36.0,123
CUST00207,2024-06-30,38,1,314.08,314.08,0.0,1.0,1,0,0,,6,94,3,0.333,0.0,Bronze,61.0,356
