customer_id,segment_name,recency,frequency,monetary,R,F,M,RFM_Total,ticket_count,unresolved_tickets,return_rate,discount_usage,total_sessions,days_since_session,membership_tier
CUST00043,Champions,28,15,1593.44,3,4,4,11,3.0,1.0,0.06666666666666667,0.2,35.0,101.0,Platinum
CUST00044,Champions,23,4,718.38,4,3,4,11,1.0,0.0,0.0,0.0,7.0,92.0,Bronze
CUST00045,Champions,1,9,1039.37,4,4,4,12,0.0,0.0,0.1111111111111111,0.4444444444444444,32.0,57.0,Platinum
CUST00046,At-Risk Customers,123,5,266.4,2,3,2,7,0.0,0.0,0.0,0.4,9.0,105.0,Silver
CUST00047,Champions,11,15,1381.93,4,4,4,12,1.0,0.0,0.2,0.4,30.0,114.0,Platinum
CUST00048,New Customers,3,1,48.34,4,1,1,6,0.0,0.0,0.0,0.0,6.0,131.0,Bronze
CUST00049,At-Risk Customers,131,4,391.61,2,3,3,8,5.0,2.0,0.5,0.25,6.0,229.0,Silver
CUST00050,New Customers,70,1,78.35,3,1,1,5,2.0,0.0,0.0,1.0,4.0,129.0,Bronze
CUST00051,Dormant Customers,292,2,138.99,1,1,1,3,3.0,0.0,0.5,0.0,4.0,214.0,Bronze
CUST00052,Champions,30,5,817.21,3,3,4,10,2.0,0.0,0.0,0.6,6.0,62.0,Silver
CUST00053,High Returners,323,2,153.23,1,1,1,3,2.0,1.0,0.5,0.5,6.0,105.0,Bronze
CUST00054,Potential Loyalists,207,1,53.28,1,1,1,3,1.0,0.0,0.0,1.0,11.0,179.0,Silver
CUST00055,Discount-Sensitive,127,3,291.72,2,2,2,6,3.0,0.0,0.0,0.6666666666666666,7.0,179.0,Bronze
CUST00056,At-Risk Customers,144,4,613.35,2,3,3,8,1.0,1.0,0.0,0.0,8.0,107.0,Bronze
CUST00057,Loyal Customers,42,6,673.67,3,3,3,9,2.0,0.0,0.16666666666666666,0.5,19.0,200.0,Gold
CUST00058,Champions,56,6,776.22,3,3,4,10,2.0,0.0,0.16666666666666666,0.3333333333333333,8.0,193.0,Silver
CUST00059,At-Risk Customers,150,3,1058.16,2,2,4,8,1.0,0.0,0.3333333333333333,0.3333333333333333,12.0,81.0,Silver
CUST00060,At-Risk Customers,91,5,931.3,2,3,4,9,0.0,0.0,0.0,0.6,14.0,184.0,Silver
CUST00061,Champions,56,7,920.19,3,4,4,11,1.0,0.0,0.14285714285714285,0.2857142857142857,11.0,160.0,Gold
CUST00062,Dormant Customers,197,1,85.23,1,1,1,3,0.0,0.0,0.0,1.0,3.0,161.0,Bronze
CUST00063,Champions,2,6,528.64,4,3,3,10,1.0,0.0,0.0,0.5,8.0,15.0,Silver
CUST00064,Champions,9,11,1487.31,4,4,4,12,0.0,0.0,0.18181818181818182,0.7272727272727273,27.0,84.0,Platinum
CUST00065,Potential Loyalists,109,2,320.03,2,1,2,5,0.0,0.0,0.0,0.5,17.0,178.0,Silver
CUST00066,Dormant Customers,116,1,131.15,2,1,1,4,0.0,0.0,0.0,0.0,3.0,149.0,Silver
CUST00067,High Returners,121,2,124.11,2,1,1,4,0.0,0.0,0.5,0.5,5.0,40.0,Silver
CUST00068,At-Risk Customers,78,6,374.62,2,3,2,7,0.0,0.0,0.0,0.3333333333333333,11.0,174.0,Silver
CUST00069,Potential Loyalists,36,3,366.62,3,2,2,7,1.0,0.0,0.0,0.0,7.0,213.0,Silver
CUST00070,Dormant Customers,88,2,275.96,2,1,2,5,1.0,1.0,0.0,0.0,3.0,242.0,Bronze
CUST00071,High Returners,204,2,148.26,1,1,1,3,1.0,0.0,0.5,1.0,8.0,178.0,Bronze
CUST00072,Champions,8,9,1145.24,4,4,4,12,0.0,0.0,0.1111111111111111,0.4444444444444444,25.0,20.0,Gold
CUST00073,Potential Loyalists,135,2,234.87,2,1,2,5,2.0,0.0,0.0,0.5,7.0,36.0,Bronze
CUST00074,Discount-Sensitive,53,3,146.7,3,2,1,6,0.0,0.0,0.3333333333333333,0.6666666666666666,8.0,124.0,Silver
CUST00075,Loyal Customers,68,3,398.37,3,2,3,8,1.0,1.0,0.0,0.6666666666666666,7.0,165.0,Bronze
CUST00076,Champions,10,7,1057.48,4,4,4,12,1.0,0.0,0.14285714285714285,0.42857142857142855,8.0,121.0,Silver
CUST00077,High Returners,51,2,179.31,3,1,1,5,0.0,0.0,0.5,0.5,5.0,137.0,Bronze
CUST00078,Loyal Customers,18,3,214.05,4,2,2,8,0.0,0.0,0.3333333333333333,0.6666666666666666,4.0,301.0,Bronze
CUST00079,Champions,31,15,1622.37,3,4,4,11,2.0,1.0,0.06666666666666667,0.5333333333333333,32.0,121.0,Platinum
CUST00080,Champions,55,7,694.87,3,4,4,11,2.0,0.0,0.14285714285714285,0.7142857142857143,27.0,11.0,Gold
CUST00081,At-Risk Customers,101,4,405.63,2,3,3,8,2.0,0.0,0.0,0.0,10.0,122.0,Silver
CUST00082,Potential Loyalists,159,3,252.58,2,2,2,6,1.0,0.0,0.0,0.3333333333333333,11.0,33.0,Silver
CUST00083,At-Risk Customers,83,5,1337.96,2,3,4,9,1.0,0.0,0.2,0.4,13.0,176.0,Silver
CUST00084,Champions,19,13,1470.79,4,4,4,12,0.0,0.0,0.07692307692307693,0.46153846153846156,11.0,159.0,Silver
CUST00085,At-Risk Customers,207,4,418.72,1,3,3,7,1.0,0.0,0.0,0.75,10.0,224.0,Silver
CUST00086,Potential Loyalists,295,4,205.06,1,3,2,6,0.0,0.0,0.25,0.25,9.0,214.0,Bronze
CUST00087,Loyal Customers,49,4,488.79,3,3,3,9,1.0,1.0,0.0,0.25,9.0,156.0,Silver
CUST00088,At-Risk Customers,271,7,682.16,1,4,3,8,2.0,2.0,0.0,0.42857142857142855,14.0,90.0,Gold
CUST00089,Champions,68,11,940.01,3,4,4,11,1.0,0.0,0.09090909090909091,0.36363636363636365,27.0,134.0,Platinum
CUST00090,New Customers,25,2,82.61,4,1,1,6,1.0,0.0,0.0,1.0,3.0,147.0,Bronze
CUST00091,At-Risk Customers,132,3,386.88,2,2,3,7,1.0,0.0,0.0,0.3333333333333333,9.0,111.0,Silver
CUST00092,New Customers,63,2,70.9,3,1,1,5,0.0,0.0,0.0,0.5,5.0,107.0,Silver
CUST00093,Potential Loyalists,372,2,173.34,1,1,1,3,1.0,0.0,0.0,0.5,8.0,194.0,Silver
CUST00094,Potential Loyalists,619,1,50.85,1,1,1,3,2.0,1.0,0.0,1.0,6.0,200.0,Bronze
CUST00095,Potential Loyalists,202,2,429.43,1,1,3,5,0.0,0.0,0.0,0.5,10.0,111.0,Silver
CUST00096,Potential Loyalists,419,3,577.41,1,2,3,6,0.0,0.0,0.0,0.3333333333333333,6.0,32.0,Bronze
CUST00097,At-Risk Customers,145,4,514.97,2,3,3,8,2.0,0.0,0.0,0.25,3.0,119.0,Bronze
CUST00098,At-Risk Customers,146,6,871.71,2,3,4,9,0.0,0.0,0.16666666666666666,0.3333333333333333,13.0,65.0,Silver
CUST00099,At-Risk Customers,113,3,606.67,2,2,3,7,1.0,1.0,0.0,0.6666666666666666,14.0,180.0,Silver
CUST00100,High Returners,293,3,408.96,1,2,3,6,1.0,0.0,0.6666666666666666,0.3333333333333333,9.0,50.0,Silver
CUST00101,Champions,49,9,983.09,3,4,4,11,1.0,0.0,0.2222222222222222,0.2222222222222222,24.0,191.0,Platinum
CUST00102,Potential Loyalists,240,1,71.3,1,1,1,3,1.0,0.0,0.0,0.0,8.0,138.0,Bronze
CUST00103,Potential Loyalists,196,1,73.5,1,1,1,3,0.0,0.0,0.0,1.0,5.0,124.0,Bronze
CUST00104,Potential Loyalists,227,1,53.12,1,1,1,3,1.0,0.0,0.0,0.0,12.0,208.0,Silver
CUST00105,Potential Loyalists,235,1,202.18,1,1,2,4,0.0,0.0,0.0,1.0,5.0,220.0,Bronze
CUST00106,New Customers,16,2,101.13,4,1,1,6,0.0,0.0,0.0,0.5,6.0,105.0,Bronze
CUST00107,Dormant Customers,773,1,118.11,1,1,1,3,0.0,0.0,0.0,1.0,2.0,78.0,Bronze
CUST00108,At-Risk Customers,117,3,398.46,2,2,3,7,0.0,0.0,0.0,0.3333333333333333,9.0,103.0,Bronze
CUST00109,Champions,34,11,1576.36,3,4,4,11,1.0,0.0,0.09090909090909091,0.36363636363636365,19.0,125.0,Gold
CUST00110,At-Risk Customers,88,4,667.06,2,3,3,8,1.0,1.0,0.0,0.5,4.0,105.0,Bronze
CUST00111,Potential Loyalists,432,4,265.41,1,3,2,6,2.0,0.0,0.0,0.25,7.0,145.0,Silver
CUST00112,Potential Loyalists,661,1,61.85,1,1,1,3,0.0,0.0,0.0,0.0,9.0,31.0,Bronze
CUST00113,Champions,63,7,727.0,3,4,4,11,0.0,0.0,0.2857142857142857,0.2857142857142857,15.0,172.0,Silver
CUST00114,New Customers,18,1,173.77,4,1,1,6,0.0,0.0,0.0,0.0,9.0,144.0,Bronze
CUST00115,At-Risk Customers,128,6,559.6,2,3,3,8,1.0,0.0,0.0,0.5,13.0,19.0,Silver
CUST00116,At-Risk Customers,183,6,429.24,1,3,3,7,1.0,0.0,0.0,0.6666666666666666,13.0,21.0,Silver
CUST00117,Champions,23,4,714.48,4,3,4,11,0.0,0.0,0.5,0.5,6.0,178.0,Bronze
CUST00118,Champions,4,5,669.47,4,3,3,10,4.0,2.0,0.0,0.8,7.0,142.0,Silver
CUST00119,Potential Loyalists,90,2,109.94,2,1,1,4,0.0,0.0,0.0,0.5,6.0,46.0,Bronze
CUST00120,Loyal Customers,51,3,693.15,3,2,4,9,0.0,0.0,0.3333333333333333,0.3333333333333333,19.0,116.0,Silver
CUST00121,Potential Loyalists,616,1,55.48,1,1,1,3,0.0,0.0,0.0,0.0,7.0,110.0,Bronze
CUST00122,Loyal Customers,55,6,657.38,3,3,3,9,1.0,0.0,0.16666666666666666,0.8333333333333334,15.0,136.0,Gold
CUST00123,High Returners,9,1,136.46,4,1,1,6,0.0,0.0,1.0,0.0,6.0,28.0,Bronze
CUST00124,Loyal Customers,32,4,233.61,3,3,2,8,0.0,0.0,0.25,0.5,12.0,38.0,Silver
CUST00125,Champions,5,5,531.33,4,3,3,10,1.0,0.0,0.4,0.4,6.0,113.0,Bronze
CUST00126,New Customers,16,2,300.97,4,1,2,7,1.0,0.0,0.0,0.5,5.0,169.0,Bronze
CUST00127,At-Risk Customers,127,5,367.73,2,3,2,7,2.0,1.0,0.0,0.6,10.0,59.0,Silver
CUST00128,Champions,0,8,789.53,4,4,4,12,0.0,0.0,0.0,0.125,11.0,166.0,Gold
CUST00129,Potential Loyalists,97,1,60.1,2,1,1,4,1.0,1.0,0.0,0.0,8.0,185.0,Bronze
CUST00130,Champions,38,4,686.97,3,3,4,10,3.0,3.0,0.5,0.5,1.0,76.0,Bronze
CUST00131,Potential Loyalists,145,1,55.58,2,1,1,4,0.0,0.0,0.0,0.0,11.0,81.0,Bronze
CUST00132,Loyal Customers,33,3,574.11,3,2,3,8,2.0,0.0,0.3333333333333333,0.6666666666666666,6.0,90.0,Bronze
CUST00133,Potential Loyalists,243,2,154.8,1,1,1,3,2.0,0.0,0.0,1.0,8.0,170.0,Bronze
CUST00134,At-Risk Customers,199,4,548.91,1,3,3,7,1.0,0.0,0.25,0.5,8.0,167.0,Silver
CUST00135,Potential Loyalists,132,2,557.03,2,1,3,6,0.0,0.0,0.0,1.0,2.0,148.0,Bronze
CUST00136,Potential Loyalists,152,1,74.21,2,1,1,4,0.0,0.0,0.0,1.0,5.0,109.0,Bronze
CUST00137,Champions,7,4,448.16,4,3,3,10,2.0,0.0,0.0,0.0,15.0,69.0,Silver
CUST00138,New Customers,63,1,227.0,3,1,2,6,1.0,1.0,0.0,0.0,5.0,85.0,Bronze
CUST00139,Dormant Customers,79,1,103.44,2,1,1,4,2.0,2.0,0.0,1.0,4.0,92.0,Bronze
CUST00140,Potential Loyalists,45,3,335.69,3,2,2,7,4.0,0.0,0.0,0.3333333333333333,9.0,61.0,Bronze
CUST00141,High Returners,180,3,168.45,1,2,1,4,2.0,1.0,0.3333333333333333,0.3333333333333333,5.0,103.0,Silver
CUST00142,Potential Loyalists,356,2,60.3,1,1,1,3,1.0,0.0,0.0,1.0,6.0,100.0,Bronze
CUST00143,At-Risk Customers,134,6,700.59,2,3,4,9,0.0,0.0,0.3333333333333333,0.3333333333333333,12.0,141.0,Silver
CUST00144,Dormant Customers,191,2,275.23,1,1,2,4,0.0,0.0,0.0,1.0,4.0,174.0,Bronze
CUST00145,Champions,33,9,867.76,3,4,4,11,1.0,0.0,0.0,0.4444444444444444,8.0,203.0,Silver
CUST00146,Potential Loyalists,76,1,238.93,2,1,2,5,2.0,0.0,0.0,0.0,5.0,169.0,Bronze
CUST00147,Loyal Customers,31,5,630.07,3,3,3,9,1.0,0.0,0.0,0.0,16.0,140.0,Silver
CUST00148,Champions,5,9,1065.03,4,4,4,12,0.0,0.0,0.1111111111111111,0.2222222222222222,15.0,163.0,Gold
CUST00149,Champions,28,4,760.59,3,3,4,10,2.0,0.0,0.75,0.5,8.0,106.0,Silver
CUST00150,Dormant Customers,293,1,126.81,1,1,1,3,1.0,0.0,0.0,0.0,4.0,53.0,Bronze
CUST00151,Potential Loyalists,438,2,257.08,1,1,2,4,1.0,1.0,0.0,0.0,5.0,193.0,Bronze
CUST00152,New Customers,43,2,110.28,3,1,1,5,2.0,0.0,0.0,0.0,5.0,90.0,Bronze
CUST00153,Dormant Customers,134,2,132.79,2,1,1,4,3.0,1.0,0.0,0.0,1.0,214.0,Bronze
CUST00154,Dormant Customers,106,2,91.72,2,1,1,4,0.0,0.0,0.0,0.0,4.0,196.0,Bronze
CUST00155,Loyal Customers,33,6,644.84,3,3,3,9,1.0,1.0,0.3333333333333333,0.5,19.0,204.0,Gold
CUST00156,New Customers,58,2,274.88,3,1,2,6,1.0,0.0,0.0,0.5,5.0,192.0,Bronze
CUST00157,Loyal Customers,22,5,288.81,4,3,2,9,1.0,1.0,0.2,0.8,11.0,83.0,Silver
CUST00158,At-Risk Customers,110,6,511.22,2,3,3,8,1.0,0.0,0.0,0.3333333333333333,14.0,138.0,Silver
CUST00159,Potential Loyalists,177,2,152.46,1,1,1,3,0.0,0.0,0.0,0.5,9.0,126.0,Silver
CUST00160,Dormant Customers,222,2,174.45,1,1,1,3,0.0,0.0,0.0,1.0,4.0,58.0,Bronze
CUST00161,Loyal Customers,4,4,348.98,4,3,2,9,0.0,0.0,0.5,0.25,17.0,198.0,Gold
CUST00162,Dormant Customers,413,1,44.43,1,1,1,3,1.0,0.0,1.0,1.0,3.0,177.0,Bronze
CUST00163,Potential Loyalists,139,2,128.64,2,1,1,4,0.0,0.0,0.0,0.5,8.0,64.0,Silver
CUST00164,Champions,16,8,527.0,4,4,3,11,2.0,0.0,0.125,0.5,23.0,165.0,Gold
CUST00165,New Customers,28,2,227.18,3,1,2,6,1.0,0.0,0.0,0.5,4.0,141.0,Silver
CUST00166,Potential Loyalists,408,2,332.04,1,1,2,4,2.0,0.0,0.0,1.0,9.0,43.0,Silver
CUST00167,Potential Loyalists,650,1,33.31,1,1,1,3,1.0,1.0,0.0,0.0,6.0,17.0,Bronze
CUST00168,High Returners,22,2,283.95,4,1,2,7,1.0,0.0,0.5,0.5,2.0,144.0,Bronze
CUST00169,New Customers,29,2,267.79,3,1,2,6,0.0,0.0,0.0,0.5,6.0,183.0,Silver
CUST00170,Dormant Customers,550,1,114.76,1,1,1,3,2.0,0.0,0.0,0.0,2.0,116.0,Bronze
CUST00171,Champions,50,8,1292.33,3,4,4,11,0.0,0.0,0.25,0.375,15.0,52.0,Gold
CUST00172,Dormant Customers,171,1,58.11,1,1,1,3,0.0,0.0,0.0,1.0,4.0,118.0,Bronze
CUST00173,Discount-Sensitive,113,3,247.21,2,2,2,6,0.0,0.0,0.3333333333333333,0.6666666666666666,5.0,180.0,Bronze
CUST00174,New Customers,49,2,125.64,3,1,1,5,0.0,0.0,0.0,0.0,4.0,166.0,Bronze
CUST00175,New Customers,32,1,224.41,3,1,2,6,0.0,0.0,0.0,1.0,2.0,237.0,Bronze
CUST00176,At-Risk Customers,108,3,480.4,2,2,3,7,0.0,0.0,0.3333333333333333,0.6666666666666666,13.0,70.0,Silver
CUST00177,Loyal Customers,15,5,368.17,4,3,2,9,0.0,0.0,0.0,0.4,15.0,112.0,Silver
CUST00178,Loyal Customers,55,5,681.09,3,3,3,9,3.0,0.0,0.2,0.6,14.0,143.0,Silver
CUST00179,Champions,42,9,1090.45,3,4,4,11,0.0,0.0,0.1111111111111111,0.4444444444444444,18.0,100.0,Gold
CUST00180,At-Risk Customers,147,11,1641.87,2,4,4,10,1.0,1.0,0.18181818181818182,0.18181818181818182,20.0,153.0,Gold
CUST00181,Champions,49,8,1228.96,3,4,4,11,1.0,0.0,0.125,0.625,14.0,174.0,Gold
CUST00182,New Customers,19,1,45.27,4,1,1,6,1.0,0.0,0.0,0.0,3.0,168.0,Bronze
CUST00183,Discount-Sensitive,144,3,291.96,2,2,2,6,2.0,1.0,0.0,1.0,8.0,82.0,Silver
CUST00184,New Customers,28,2,221.66,3,1,2,6,2.0,0.0,0.0,0.5,5.0,106.0,Bronze
CUST00185,Potential Loyalists,110,1,103.65,2,1,1,4,3.0,0.0,0.0,0.0,7.0,84.0,Bronze
CUST00186,High Returners,12,2,369.54,4,1,2,7,1.0,0.0,0.5,0.0,13.0,64.0,Silver
CUST00187,Potential Loyalists,502,2,195.36,1,1,2,4,2.0,0.0,0.0,0.5,12.0,90.0,Bronze
CUST00188,Potential Loyalists,385,1,194.8,1,1,2,4,1.0,0.0,0.0,0.0,7.0,56.0,Bronze
CUST00189,Potential Loyalists,169,2,103.98,2,1,1,4,1.0,0.0,0.0,1.0,7.0,27.0,Bronze
CUST00190,Champions,17,5,439.31,4,3,3,10,2.0,2.0,0.2,0.2,4.0,53.0,Bronze
CUST00191,At-Risk Customers,105,6,601.22,2,3,3,8,2.0,0.0,0.16666666666666666,0.3333333333333333,20.0,43.0,Gold
CUST00192,Dormant Customers,577,2,62.38,1,1,1,3,1.0,0.0,0.0,0.5,3.0,140.0,Bronze
CUST00193,New Customers,26,2,371.04,3,1,2,6,1.0,0.0,0.0,0.5,2.0,190.0,Bronze
CUST00194,Loyal Customers,6,3,189.62,4,2,2,8,1.0,0.0,0.0,1.0,9.0,150.0,Silver
CUST00195,Dormant Customers,425,1,140.57,1,1,1,3,1.0,1.0,0.0,1.0,2.0,127.0,Bronze
CUST00196,At-Risk Customers,121,8,837.96,2,4,4,10,0.0,0.0,0.0,0.5,20.0,101.0,Gold
CUST00197,At-Risk Customers,106,3,576.47,2,2,3,7,1.0,1.0,0.3333333333333333,0.3333333333333333,3.0,196.0,Bronze
CUST00198,Loyal Customers,49,4,599.76,3,3,3,9,0.0,0.0,0.0,0.5,10.0,123.0,Silver
CUST00199,New Customers,56,2,79.35,3,1,1,5,1.0,0.0,0.0,0.0,6.0,81.0,Silver
CUST00200,Champions,45,15,1762.99,3,4,4,11,2.0,1.0,0.0,0.4666666666666667,41.0,138.0,Platinum
CUST00201,Champions,20,11,1204.03,4,4,4,12,2.0,0.0,0.09090909090909091,0.5454545454545454,4.0,149.0,Silver
CUST00202,New Customers,30,2,145.18,3,1,1,5,1.0,0.0,0.0,0.5,29.0,69.0,Gold
CUST00203,Champions,48,5,745.46,3,3,4,10,1.0,0.0,0.0,0.2,3.0,98.0,Bronze
CUST00204,Potential Loyalists,147,3,273.81,2,2,2,6,3.0,2.0,0.0,0.3333333333333333,6.0,181.0,Bronze
CUST00205,Loyal Customers,73,4,342.9,3,3,2,8,2.0,0.0,0.25,0.5,5.0,181.0,Bronze
CUST00206,Champions,14,4,696.06,4,3,4,11,1.0,0.0,0.25,0.5,17.0,19.0,Gold
CUST00207,New Customers,38,1,314.08,3,1,2,6,0.0,0.0,0.0,1.0,6.0,94.0,Bronze
CUST00208,Discount-Sensitive,78,3,283.3,2,2,2,6,0.0,0.0,0.0,0.6666666666666666,6.0,296.0,Bronze
CUST00209,Potential Loyalists,715,1,131.46,1,1,1,3,1.0,0.0,0.0,1.0,6.0,95.0,Bronze
CUST00210,New Customers,29,1,126.68,3,1,1,5,2.0,0.0,0.0,0.0,7.0,160.0,Bronze
CUST00211,High Returners,111,3,294.09,2,2,2,6,0.0,0.0,0.6666666666666666,0.3333333333333333,6.0,158.0,Bronze
CUST00212,Champions,0,19,1886.45,4,4,4,12,2.0,1.0,0.21052631578947367,0.5263157894736842,31.0,184.0,Platinum
CUST00213,Champions,7,4,531.3,4,3,3,10,1.0,0.0,0.5,0.0,13.0,165.0,Silver
CUST00214,At-Risk Customers,77,4,357.62,2,3,2,7,1.0,0.0,0.0,0.0,8.0,130.0,Silver
CUST00215,Champions,10,8,1551.17,4,4,4,12,1.0,0.0,0.0,0.625,7.0,9.0,Silver
CUST00216,At-Risk Customers,79,4,368.96,2,3,2,7,0.0,0.0,0.0,0.25,5.0,65.0,Bronze
CUST00217,New Customers,73,1,84.5,3,1,1,5,0.0,0.0,0.0,0.0,5.0,42.0,Bronze
CUST00218,Potential Loyalists,454,1,53.53,1,1,1,3,2.0,0.0,0.0,1.0,5.0,100.0,Bronze
CUST00219,Loyal Customers,2,3,284.36,4,2,2,8,2.0,0.0,0.0,0.3333333333333333,4.0,27.0,Bronze
CUST00220,Potential Loyalists,334,2,263.63,1,1,2,4,2.0,1.0,0.0,0.5,11.0,160.0,Silver
CUST00221,New Customers,22,1,236.87,4,1,2,7,0.0,0.0,0.0,0.0,4.0,118.0,Bronze
CUST00222,Champions,20,6,754.74,4,3,4,11,1.0,0.0,0.16666666666666666,0.3333333333333333,11.0,71.0,Bronze
CUST00223,At-Risk Customers,161,4,427.15,2,3,3,8,0.0,0.0,0.0,0.0,7.0,95.0,Silver
CUST00224,Champions,8,8,777.87,4,4,4,12,0.0,0.0,0.0,0.375,15.0,114.0,Gold
CUST00225,Loyal Customers,32,6,464.06,3,3,3,9,3.0,0.0,0.3333333333333333,0.3333333333333333,15.0,124.0,Gold
CUST00226,Champions,5,5,523.7,4,3,3,10,0.0,0.0,0.4,0.6,19.0,157.0,Gold
CUST00227,At-Risk Customers,77,5,359.84,2,3,2,7,1.0,0.0,0.0,0.6,18.0,108.0,Gold
CUST00228,Potential Loyalists,273,3,307.11,1,2,2,5,1.0,1.0,0.0,0.3333333333333333,7.0,71.0,Bronze
CUST00229,High Returners,1,2,214.57,4,1,2,7,2.0,0.0,0.5,0.0,16.0,164.0,Gold
CUST00230,Potential Loyalists,600,1,74.84,1,1,1,3,2.0,1.0,0.0,1.0,5.0,139.0,Bronze
